workload,system,cohort_path,run_id,seed,mode,N,tenant_id,t_start,t_end,concurrent_runtime,internal_runtime,figure_of_merit,fom_name,fixed_work_units,cpu_s,max_rss_kib,exit_status,correctness_status,sospechoso,derivacion
xsbench,ucx,xsbench_campaign/results/xsbench/ucx/N8/sync/seed06,xsbench_campaign/results/xsbench/ucx/N8/sync/seed06,06,sync,8,5,1785073396.0051596,1785073502.7371325,106.731973,missing,missing,missing,missing,missing,missing,2,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,ucx,xsbench_campaign/results/xsbench/ucx/N8/sync/seed06,xsbench_campaign/results/xsbench/ucx/N8/sync/seed06,06,sync,8,2,1785073396.0048578,1785073529.4846485,133.479791,51.839,24113274.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,ucx,xsbench_campaign/results/xsbench/ucx/N8/sync/seed06,xsbench_campaign/results/xsbench/ucx/N8/sync/seed06,06,sync,8,4,1785073396.0046496,1785073502.9056273,106.900978,103.451,12083027.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,ucx,xsbench_campaign/results/xsbench/ucx/N8/sync/seed06,xsbench_campaign/results/xsbench/ucx/N8/sync/seed06,06,sync,8,0,1785073396.003982,1785073502.6479437,106.643962,missing,missing,missing,missing,missing,missing,2,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,ucx,xsbench_campaign/results/xsbench/ucx/N8/sync/seed06,xsbench_campaign/results/xsbench/ucx/N8/sync/seed06,06,sync,8,7,1785073396.005029,1785073555.9551759,159.950147,52.803,23673036.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,ucx,xsbench_campaign/results/xsbench/ucx/N8/sync/seed06,xsbench_campaign/results/xsbench/ucx/N8/sync/seed06,06,sync,8,1,1785073396.0041704,1785073529.6795592,133.675389,26.123,47850056.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,ucx,xsbench_campaign/results/xsbench/ucx/N8/sync/seed06,xsbench_campaign/results/xsbench/ucx/N8/sync/seed06,06,sync,8,6,1785073396.0048628,1785073555.9644597,159.959597,26.387,47371462.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,ucx,xsbench_campaign/results/xsbench/ucx/N1/sync/seed97,xsbench_campaign/results/xsbench/ucx/N1/sync/seed97,97,sync,1,0,1784994342.24317,1784994438.4588158,96.215646,20.691,4832979.0,lookups_per_s,missing,missing,missing,134,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,ucx,xsbench_campaign/results/xsbench/ucx/N1/sync/seed98,xsbench_campaign/results/xsbench/ucx/N1/sync/seed98,98,sync,1,0,1785280445.2232232,1785280447.3397863,2.116563,0.337,50475330.0,lookups_per_s,missing,missing,missing,0,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,ucx,xsbench_campaign/results/xsbench/ucx/N1/sync/seed02,xsbench_campaign/results/xsbench/ucx/N1/sync/seed02,02,sync,1,0,1785280489.9884472,1785280504.0833476,14.0949,12.174,49284026.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,ucx,xsbench_campaign/results/xsbench/ucx/N1/sync/seed01,xsbench_campaign/results/xsbench/ucx/N1/sync/seed01,01,sync,1,0,1785280475.7871149,1785280489.6357977,13.848683,12.095,49606869.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,ucx,xsbench_campaign/results/xsbench/ucx/N1/sync/seed99,xsbench_campaign/results/xsbench/ucx/N1/sync/seed99,99,sync,1,0,1785280447.648465,1785280461.335792,13.687327,11.889,50467832.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,ucx,xsbench_campaign/results/xsbench/ucx/N1/sync/seed03,xsbench_campaign/results/xsbench/ucx/N1/sync/seed03,03,sync,1,0,1785280504.3737404,1785280518.442709,14.068969,12.236,49034397.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,ucx,xsbench_campaign/results/xsbench/ucx/N1/sync/seed04,xsbench_campaign/results/xsbench/ucx/N1/sync/seed04,04,sync,1,0,1785280518.7564363,1785280532.74209,13.985654,12.242,49012220.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,ucx,xsbench_campaign/results/xsbench/ucx/N1/sync/seed96,xsbench_campaign/results/xsbench/ucx/N1/sync/seed96,96,sync,1,0,1784995168.1689003,1784995171.3957348,3.226835,0.337,50429528.0,lookups_per_s,missing,missing,missing,134,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,ucx,xsbench_campaign/results/xsbench/ucx/N1/sync/seed00,xsbench_campaign/results/xsbench/ucx/N1/sync/seed00,00,sync,1,0,1785280461.6114454,1785280475.4967635,13.885318,11.971,50120539.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,ucx,xsbench_campaign/results/xsbench/ucx/N1/sync/seed90,xsbench_campaign/results/xsbench/ucx/N1/sync/seed90,90,sync,1,0,1785054602.892253,1785054629.8528838,26.960631,25.173,49656093.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed02,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed02,02,sync,4,3,1785146204.5697584,1785146254.790462,50.220704,49.128,12213072.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed02,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed02,02,sync,4,2,1785146204.5694146,1785146254.8144324,50.245018,49.121,12214700.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed02,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed02,02,sync,4,0,1785146204.5692458,1785146254.7659407,50.196695,49.122,12214583.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed02,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed02,02,sync,4,1,1785146204.5685806,1785146254.839398,50.270817,49.128,12212935.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed01,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed01,01,sync,4,3,1785146154.230667,1785146204.421473,50.190806,49.09,12222358.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed01,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed01,01,sync,4,2,1785146154.2307107,1785146204.4449663,50.214256,49.091,12222272.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed01,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed01,01,sync,4,0,1785146154.2301145,1785146204.3982432,50.168129,49.09,12222418.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed01,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed01,01,sync,4,1,1785146154.229636,1785146204.469257,50.239621,49.098,12220495.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed03,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed03,03,sync,4,3,1785146255.0212147,1785146305.1665587,50.145344,49.087,12223201.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed03,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed03,03,sync,4,2,1785146255.0212266,1785146305.193872,50.172645,49.089,12222794.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed03,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed03,03,sync,4,0,1785146255.0205417,1785146305.2169569,50.196415,49.08,12224890.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed03,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed03,03,sync,4,1,1785146255.0211067,1785146305.2415118,50.220405,49.087,12223141.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed04,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed04,04,sync,4,3,1785146305.3730414,1785146355.0966566,49.723615,48.577,12351597.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed04,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed04,04,sync,4,2,1785146305.3723626,1785146355.0705087,49.698146,48.569,12353532.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed04,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed04,04,sync,4,0,1785146305.3729901,1785146355.0218961,49.648906,48.572,12352717.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed04,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed04,04,sync,4,1,1785146305.3731449,1785146355.0465515,49.673407,48.57,12353306.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed00,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed00,00,sync,4,3,1785146103.8098679,1785146153.992656,50.182788,49.042,12234384.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed00,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed00,00,sync,4,2,1785146103.8092864,1785146154.0164187,50.207132,49.049,12232558.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed00,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed00,00,sync,4,0,1785146103.807293,1785146154.0401578,50.232865,49.042,12234317.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed00,xsbench_campaign/results/xsbench/baremetal/N4/sync/seed00,00,sync,4,1,1785146103.808569,1785146153.9679487,50.15938,49.042,12234382.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N2/sync/seed02,xsbench_campaign/results/xsbench/baremetal/N2/sync/seed02,02,sync,2,0,1785146026.9149394,1785146051.9328594,25.01792,24.061,24936653.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N2/sync/seed02,xsbench_campaign/results/xsbench/baremetal/N2/sync/seed02,02,sync,2,1,1785146026.916366,1785146051.9048185,24.988452,24.055,24942960.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N2/sync/seed01,xsbench_campaign/results/xsbench/baremetal/N2/sync/seed01,01,sync,2,0,1785146002.0153546,1785146026.7448359,24.729481,23.753,25259856.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N2/sync/seed01,xsbench_campaign/results/xsbench/baremetal/N2/sync/seed01,01,sync,2,1,1785146002.015418,1785146026.7150304,24.699612,23.745,25268475.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N2/sync/seed03,xsbench_campaign/results/xsbench/baremetal/N2/sync/seed03,03,sync,2,0,1785146052.1314023,1785146077.521775,25.390373,24.459,24530695.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N2/sync/seed03,xsbench_campaign/results/xsbench/baremetal/N2/sync/seed03,03,sync,2,1,1785146052.1309063,1785146077.551216,25.42031,24.465,24524759.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N2/sync/seed04,xsbench_campaign/results/xsbench/baremetal/N2/sync/seed04,04,sync,2,0,1785146077.662557,1785146103.1233382,25.460781,24.5,24489722.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N2/sync/seed04,xsbench_campaign/results/xsbench/baremetal/N2/sync/seed04,04,sync,2,1,1785146077.6641011,1785146103.0949435,25.430842,24.494,24495976.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N2/sync/seed00,xsbench_campaign/results/xsbench/baremetal/N2/sync/seed00,00,sync,2,0,1785145977.0124297,1785146001.8282163,24.815787,23.634,25386783.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N2/sync/seed00,xsbench_campaign/results/xsbench/baremetal/N2/sync/seed00,00,sync,2,1,1785145977.0125122,1785146001.8577313,24.845219,23.642,25378828.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed01,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed01,01,sync,8,3,1785146454.1629038,1785146552.675839,98.512935,97.053,6182192.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed01,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed01,01,sync,8,5,1785146454.1632264,1785146552.6060703,98.442844,97.037,6183186.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed01,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed01,01,sync,8,2,1785146454.1621923,1785146552.7234342,98.561242,97.034,6183424.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed01,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed01,01,sync,8,4,1785146454.1630037,1785146552.7009976,98.537994,97.036,6183243.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed01,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed01,01,sync,8,0,1785146454.1618176,1785146552.6531212,98.491304,97.034,6183391.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed01,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed01,01,sync,8,7,1785146454.1629639,1785146552.5493245,98.386361,97.079,6180556.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed01,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed01,01,sync,8,1,1785146454.162649,1785146552.5776517,98.415003,97.072,6180992.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed01,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed01,01,sync,8,6,1785146454.163375,1785146552.629492,98.466117,97.035,6183342.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed05,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed05,05,sync,8,3,1785148354.8328462,1785148356.299257,1.466411,missing,missing,missing,missing,missing,missing,46,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed05,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed05,05,sync,8,5,1785148354.8326523,1785148356.295053,1.462401,missing,missing,missing,missing,missing,missing,46,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed05,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed05,05,sync,8,2,1785148354.8325796,1785148356.2547474,1.422168,missing,missing,missing,missing,missing,missing,46,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed05,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed05,05,sync,8,4,1785148354.832918,1785148356.297202,1.464284,missing,missing,missing,missing,missing,missing,46,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed05,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed05,05,sync,8,0,1785148354.8321383,1785148356.2870927,1.454954,missing,missing,missing,missing,missing,missing,46,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed05,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed05,05,sync,8,7,1785148354.8325248,1785148356.2928379,1.460313,missing,missing,missing,missing,missing,missing,46,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed05,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed05,05,sync,8,1,1785148354.8320272,1785148356.2368438,1.404817,missing,missing,missing,missing,missing,missing,46,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed05,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed05,05,sync,8,6,1785148354.8327615,1785148356.2842631,1.451502,missing,missing,missing,missing,missing,missing,46,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed07,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed07,07,sync,8,3,1785148454.1645799,1785148553.384899,99.220319,97.827,6133279.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed07,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed07,07,sync,8,5,1785148454.164895,1785148553.4577975,99.292902,97.778,6136324.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed07,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed07,07,sync,8,2,1785148454.164002,1785148553.3596547,99.195653,97.777,6136409.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed07,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed07,07,sync,8,4,1785148454.1648288,1785148553.3334038,99.168575,97.781,6136148.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed07,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed07,07,sync,8,0,1785148454.164352,1785148553.410037,99.245685,97.782,6136098.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed07,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed07,07,sync,8,7,1785148454.1649518,1785148553.4337912,99.268839,97.777,6136383.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed07,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed07,07,sync,8,1,1785148454.16429,1785148553.3082385,99.143949,97.834,6132839.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed07,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed07,07,sync,8,6,1785148454.1650767,1785148553.4801357,99.315059,97.785,6135940.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed03,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed03,03,sync,8,3,1785147453.0555558,1785147454.3939178,1.338362,missing,missing,missing,missing,missing,missing,46,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed03,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed03,03,sync,8,5,1785147453.0558925,1785147454.438173,1.382281,missing,missing,missing,missing,missing,missing,46,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed03,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed03,03,sync,8,2,1785147453.0558252,1785147454.488556,1.432731,missing,missing,missing,missing,missing,missing,46,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed03,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed03,03,sync,8,4,1785147453.055883,1785147454.457372,1.401489,missing,missing,missing,missing,missing,missing,46,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed03,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed03,03,sync,8,0,1785147453.0558405,1785147454.4859688,1.430128,missing,missing,missing,missing,missing,missing,46,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed03,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed03,03,sync,8,7,1785147453.0557222,1785147454.4269896,1.371267,missing,missing,missing,missing,missing,missing,46,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed03,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed03,03,sync,8,1,1785147453.0549905,1785147454.489958,1.434968,missing,missing,missing,missing,missing,missing,46,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed03,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed03,03,sync,8,6,1785147453.055627,1785147454.4549892,1.399362,missing,missing,missing,missing,missing,missing,46,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed00,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed00,00,sync,8,3,1785146355.778269,1785146453.9211092,98.14284,96.699,6204846.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed00,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed00,00,sync,8,5,1785146355.7774003,1785146453.9465656,98.169165,96.699,6204828.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed00,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed00,00,sync,8,2,1785146355.7779186,1785146453.8975055,98.119587,96.699,6204849.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed00,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed00,00,sync,8,4,1785146355.7778952,1785146453.8452094,98.067314,96.699,6204850.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
xsbench,baremetal,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed00,xsbench_campaign/results/xsbench/baremetal/N8/sync/seed00,00,sync,8,0,1785146355.7770586,1785146453.9942658,98.217207,96.705,6204406.0,lookups_per_s,missing,missing,missing,1,missing,,internal_runtime = linea 'Runtime' de stdout.log (excluye setup)
