system,N,seed,cohort,tenant_id,runtime_s,wall_s,lookups_per_s,normalized_progress,slowdown
tcp,2,11,xsbench_campaign/results/xsbench/tcp/N2/sync/seed11,1,12.4,26.933799,48387638.0,0.9852,1.0151
tcp,2,12,xsbench_campaign/results/xsbench/tcp/N2/sync/seed12,0,12.476,27.631642,48090964.0,0.9792,1.0213
tcp,2,12,xsbench_campaign/results/xsbench/tcp/N2/sync/seed12,1,24.862,27.610924,24133130.0,0.4914,2.0352
tcp,2,13,xsbench_campaign/results/xsbench/tcp/N2/sync/seed13,0,12.464,27.711699,48136726.0,0.9801,1.0203
tcp,2,13,xsbench_campaign/results/xsbench/tcp/N2/sync/seed13,1,24.831,27.724483,24163544.0,0.492,2.0327
tcp,4,00,xsbench_campaign/results/xsbench/tcp/N4/sync/seed00,0,36.918,50.718336,16252194.0,0.3309,3.0221
tcp,4,00,xsbench_campaign/results/xsbench/tcp/N4/sync/seed00,1,49.215,50.713198,12191348.0,0.2482,4.0287
tcp,4,00,xsbench_campaign/results/xsbench/tcp/N4/sync/seed00,2,36.937,50.722374,16243766.0,0.3307,3.0237
tcp,4,00,xsbench_campaign/results/xsbench/tcp/N4/sync/seed00,3,36.918,50.700303,16252210.0,0.3309,3.0221
tcp,4,01,xsbench_campaign/results/xsbench/tcp/N4/sync/seed01,0,102.546,103.561793,12189614.0,0.1191,8.3944
tcp,4,01,xsbench_campaign/results/xsbench/tcp/N4/sync/seed01,1,25.693,103.567262,48651063.0,0.4755,2.1032
tcp,4,01,xsbench_campaign/results/xsbench/tcp/N4/sync/seed01,2,76.956,103.575009,16242972.0,0.1587,6.2996
tcp,4,01,xsbench_campaign/results/xsbench/tcp/N4/sync/seed01,3,102.521,103.541616,12192607.0,0.1192,8.3924
tcp,4,02,xsbench_campaign/results/xsbench/tcp/N4/sync/seed02,0,102.727,103.755847,12168149.0,0.1189,8.4092
tcp,4,02,xsbench_campaign/results/xsbench/tcp/N4/sync/seed02,1,77.086,103.786402,16215576.0,0.1585,6.3102
tcp,4,02,xsbench_campaign/results/xsbench/tcp/N4/sync/seed02,2,102.725,103.769344,12168436.0,0.1189,8.4091
tcp,4,02,xsbench_campaign/results/xsbench/tcp/N4/sync/seed02,3,77.086,103.743817,16215627.0,0.1585,6.3102
tcp,4,10,xsbench_campaign/results/xsbench/tcp/N4/sync/seed10,0,24.824,53.690834,24169998.0,0.4921,2.0321
tcp,4,10,xsbench_campaign/results/xsbench/tcp/N4/sync/seed10,1,49.601,53.676203,12096459.0,0.2463,4.0603
tcp,4,10,xsbench_campaign/results/xsbench/tcp/N4/sync/seed10,2,49.61,53.698045,12094370.0,0.2462,4.0611
tcp,4,10,xsbench_campaign/results/xsbench/tcp/N4/sync/seed10,3,12.421,53.727608,48304173.0,0.9835,1.0168
tcp,4,11,xsbench_campaign/results/xsbench/tcp/N4/sync/seed11,0,37.214,52.413262,16123125.0,0.3283,3.0463
tcp,4,11,xsbench_campaign/results/xsbench/tcp/N4/sync/seed11,1,37.199,52.388232,16129253.0,0.3284,3.0451
tcp,4,11,xsbench_campaign/results/xsbench/tcp/N4/sync/seed11,2,49.595,52.401816,12097986.0,0.2463,4.0598
tcp,4,11,xsbench_campaign/results/xsbench/tcp/N4/sync/seed11,3,37.206,52.407377,16126446.0,0.3283,3.0457
tcp,4,12,xsbench_campaign/results/xsbench/tcp/N4/sync/seed12,0,36.886,52.576556,16266383.0,0.3312,3.0195
tcp,4,12,xsbench_campaign/results/xsbench/tcp/N4/sync/seed12,1,49.161,52.524512,12204801.0,0.2485,4.0243
tcp,4,12,xsbench_campaign/results/xsbench/tcp/N4/sync/seed12,2,36.885,52.547712,16266569.0,0.3312,3.0194
tcp,4,12,xsbench_campaign/results/xsbench/tcp/N4/sync/seed12,3,12.351,52.593505,48580513.0,0.9891,1.0111
tcp,4,13,xsbench_campaign/results/xsbench/tcp/N4/sync/seed13,0,24.669,52.383757,24321667.0,0.4952,2.0194
tcp,4,13,xsbench_campaign/results/xsbench/tcp/N4/sync/seed13,1,36.915,52.330515,16253528.0,0.3309,3.0219
tcp,4,13,xsbench_campaign/results/xsbench/tcp/N4/sync/seed13,2,24.662,52.358713,24328596.0,0.4953,2.0188
tcp,4,13,xsbench_campaign/results/xsbench/tcp/N4/sync/seed13,3,49.192,52.32102,12197142.0,0.2483,4.0269
ucx,2,00,xsbench_campaign/results/xsbench/ucx/N2/sync/seed00,0,12.45,27.044563,48191447.0,0.9747,1.026
ucx,2,00,xsbench_campaign/results/xsbench/ucx/N2/sync/seed00,1,24.829,27.040045,24165038.0,0.4887,2.0461
ucx,2,01,xsbench_campaign/results/xsbench/ucx/N2/sync/seed01,0,12.483,27.095407,48064879.0,0.9721,1.0287
ucx,2,01,xsbench_campaign/results/xsbench/ucx/N2/sync/seed01,1,24.908,27.091649,24089027.0,0.4872,2.0527
ucx,2,02,xsbench_campaign/results/xsbench/ucx/N2/sync/seed02,0,12.475,27.079555,48096574.0,0.9727,1.0281
ucx,2,02,xsbench_campaign/results/xsbench/ucx/N2/sync/seed02,1,24.856,27.077207,24139185.0,0.4882,2.0484
ucx,2,03,xsbench_campaign/results/xsbench/ucx/N2/sync/seed03,0,24.892,27.096054,24104032.0,0.4875,2.0513
ucx,2,03,xsbench_campaign/results/xsbench/ucx/N2/sync/seed03,1,12.483,27.099983,48066416.0,0.9721,1.0287
ucx,2,04,xsbench_campaign/results/xsbench/ucx/N2/sync/seed04,0,12.453,27.063116,48179575.0,0.9744,1.0262
ucx,2,04,xsbench_campaign/results/xsbench/ucx/N2/sync/seed04,1,24.832,27.059511,24162048.0,0.4887,2.0464
ucx,4,00,xsbench_campaign/results/xsbench/ucx/N4/sync/seed00,0,24.82,52.716899,24173984.0,0.4889,2.0454
ucx,4,00,xsbench_campaign/results/xsbench/ucx/N4/sync/seed00,1,24.814,52.666376,24180260.0,0.489,2.0449
ucx,4,00,xsbench_campaign/results/xsbench/ucx/N4/sync/seed00,2,49.441,52.652888,12135766.0,0.2454,4.0744
ucx,4,00,xsbench_campaign/results/xsbench/ucx/N4/sync/seed00,3,37.217,52.659975,16121766.0,0.326,3.067
ucx,4,01,xsbench_campaign/results/xsbench/ucx/N4/sync/seed01,0,37.146,52.648489,16152341.0,0.3267,3.0612
ucx,4,01,xsbench_campaign/results/xsbench/ucx/N4/sync/seed01,1,37.146,52.66676,16152321.0,0.3267,3.0612
ucx,4,01,xsbench_campaign/results/xsbench/ucx/N4/sync/seed01,2,49.82,52.660076,12043429.0,0.2436,4.1056
ucx,4,01,xsbench_campaign/results/xsbench/ucx/N4/sync/seed01,3,37.146,52.667979,16152328.0,0.3267,3.0612
ucx,4,02,xsbench_campaign/results/xsbench/ucx/N4/sync/seed02,0,49.377,52.640655,12151482.0,0.2458,4.0691
ucx,4,02,xsbench_campaign/results/xsbench/ucx/N4/sync/seed02,1,37.129,52.628188,16159796.0,0.3268,3.0598
ucx,4,02,xsbench_campaign/results/xsbench/ucx/N4/sync/seed02,2,37.129,52.620175,16159782.0,0.3268,3.0598
ucx,4,02,xsbench_campaign/results/xsbench/ucx/N4/sync/seed02,3,37.129,52.638592,16159778.0,0.3268,3.0598
ucx,4,03,xsbench_campaign/results/xsbench/ucx/N4/sync/seed03,0,37.168,52.440135,16143102.0,0.3265,3.063
ucx,4,03,xsbench_campaign/results/xsbench/ucx/N4/sync/seed03,1,49.59,52.43472,12099308.0,0.2447,4.0867
ucx,4,03,xsbench_campaign/results/xsbench/ucx/N4/sync/seed03,2,37.167,52.433509,16143139.0,0.3265,3.0629
ucx,4,03,xsbench_campaign/results/xsbench/ucx/N4/sync/seed03,3,12.342,52.442857,48614297.0,0.9832,1.0171
ucx,4,04,xsbench_campaign/results/xsbench/ucx/N4/sync/seed04,0,24.905,52.010388,24091081.0,0.4872,2.0524
ucx,4,04,xsbench_campaign/results/xsbench/ucx/N4/sync/seed04,1,49.804,51.999468,12047117.0,0.2436,4.1043
ucx,4,04,xsbench_campaign/results/xsbench/ucx/N4/sync/seed04,2,24.905,52.008585,24091216.0,0.4872,2.0524
ucx,4,04,xsbench_campaign/results/xsbench/ucx/N4/sync/seed04,3,37.175,51.998866,16139829.0,0.3264,3.0636
ucx,8,00,xsbench_campaign/results/xsbench/ucx/N8/sync/seed00,0,74.488,102.803943,8054945.0,0.1629,6.1385
ucx,8,00,xsbench_campaign/results/xsbench/ucx/N8/sync/seed00,1,99.644,102.784261,6021449.0,0.1218,8.2116
ucx,8,00,xsbench_campaign/results/xsbench/ucx/N8/sync/seed00,2,62.217,103.888339,9643602.0,0.195,5.1273
ucx,8,00,xsbench_campaign/results/xsbench/ucx/N8/sync/seed00,3,61.984,102.806264,9679974.0,0.1958,5.1081
ucx,8,00,xsbench_campaign/results/xsbench/ucx/N8/sync/seed00,4,62.003,103.184525,9676971.0,0.1957,5.1096
ucx,8,00,xsbench_campaign/results/xsbench/ucx/N8/sync/seed00,5,62.0,102.863068,9677429.0,0.1957,5.1094
ucx,8,00,xsbench_campaign/results/xsbench/ucx/N8/sync/seed00,6,61.989,102.857083,9679206.0,0.1958,5.1085
ucx,8,00,xsbench_campaign/results/xsbench/ucx/N8/sync/seed00,7,87.059,102.797466,6891890.0,0.1394,7.1745
ucx,8,01,xsbench_campaign/results/xsbench/ucx/N8/sync/seed01,0,75.081,90.810838,7991354.0,0.1616,6.1874
ucx,8,01,xsbench_campaign/results/xsbench/ucx/N8/sync/seed01,1,12.516,103.766157,47940346.0,0.9695,1.0314
ucx,8,01,xsbench_campaign/results/xsbench/ucx/N8/sync/seed01,2,74.984,90.8275,8001742.0,0.1618,6.1794
ucx,8,01,xsbench_campaign/results/xsbench/ucx/N8/sync/seed01,3,37.288,91.056231,16091076.0,0.3254,3.0729
ucx,8,01,xsbench_campaign/results/xsbench/ucx/N8/sync/seed01,4,49.797,90.835197,12048863.0,0.2437,4.1038
ucx,8,01,xsbench_campaign/results/xsbench/ucx/N8/sync/seed01,5,75.114,90.838054,7987831.0,0.1615,6.1901
ucx,8,01,xsbench_campaign/results/xsbench/ucx/N8/sync/seed01,6,37.288,103.337298,16091066.0,0.3254,3.0729
ucx,8,01,xsbench_campaign/results/xsbench/ucx/N8/sync/seed01,7,13.193,104.087729,45477184.0,0.9198,1.0872
ucx,8,02,xsbench_campaign/results/xsbench/ucx/N8/sync/seed02,0,12.566,104.188969,47746162.0,0.9657,1.0356
ucx,8,02,xsbench_campaign/results/xsbench/ucx/N8/sync/seed02,1,24.929,103.679795,24068510.0,0.4868,2.0544
ucx,8,02,xsbench_campaign/results/xsbench/ucx/N8/sync/seed02,2,49.976,103.03115,12005715.0,0.2428,4.1185
ucx,8,02,xsbench_campaign/results/xsbench/ucx/N8/sync/seed02,3,75.171,90.63459,7981849.0,0.1614,6.1948
ucx,8,02,xsbench_campaign/results/xsbench/ucx/N8/sync/seed02,4,50.068,103.021131,11983590.0,0.2424,4.1261
ucx,8,02,xsbench_campaign/results/xsbench/ucx/N8/sync/seed02,5,63.048,103.02146,9516550.0,0.1925,5.1958
ucx,8,02,xsbench_campaign/results/xsbench/ucx/N8/sync/seed02,6,62.239,103.034525,9640251.0,0.195,5.1291
ucx,8,02,xsbench_campaign/results/xsbench/ucx/N8/sync/seed02,7,37.408,103.247169,16039245.0,0.3244,3.0828
ucx,8,03,xsbench_campaign/results/xsbench/ucx/N8/sync/seed03,0,13.009,103.862576,46122422.0,0.9328,1.0721
ucx,8,03,xsbench_campaign/results/xsbench/ucx/N8/sync/seed03,1,50.094,90.841515,11977521.0,0.2422,4.1282
ucx,8,03,xsbench_campaign/results/xsbench/ucx/N8/sync/seed03,2,37.65,103.53419,15936440.0,0.3223,3.1027
ucx,8,03,xsbench_campaign/results/xsbench/ucx/N8/sync/seed03,3,37.446,90.502839,16022955.0,0.3241,3.0859
ucx,8,03,xsbench_campaign/results/xsbench/ucx/N8/sync/seed03,4,37.65,103.532826,15936427.0,0.3223,3.1027
ucx,8,03,xsbench_campaign/results/xsbench/ucx/N8/sync/seed03,5,25.188,90.358713,23821132.0,0.4818,2.0757
ucx,8,03,xsbench_campaign/results/xsbench/ucx/N8/sync/seed03,6,50.196,103.53456,11953223.0,0.2417,4.1366
ucx,8,03,xsbench_campaign/results/xsbench/ucx/N8/sync/seed03,7,25.335,103.538893,23682569.0,0.479,2.0878
ucx,8,04,xsbench_campaign/results/xsbench/ucx/N8/sync/seed04,0,61.851,103.037853,9700731.0,0.1962,5.0971
ucx,8,04,xsbench_campaign/results/xsbench/ucx/N8/sync/seed04,1,99.506,102.816405,6029768.0,0.1219,8.2003
ucx,8,04,xsbench_campaign/results/xsbench/ucx/N8/sync/seed04,2,61.847,103.038429,9701304.0,0.1962,5.0968
ucx,8,04,xsbench_campaign/results/xsbench/ucx/N8/sync/seed04,3,61.847,102.875134,9701304.0,0.1962,5.0968
ucx,8,04,xsbench_campaign/results/xsbench/ucx/N8/sync/seed04,4,61.846,102.823317,9701559.0,0.1962,5.0967
ucx,8,04,xsbench_campaign/results/xsbench/ucx/N8/sync/seed04,5,87.064,102.81472,6891465.0,0.1394,7.1749
ucx,8,04,xsbench_campaign/results/xsbench/ucx/N8/sync/seed04,6,74.622,102.82034,8040551.0,0.1626,6.1496
ucx,8,04,xsbench_campaign/results/xsbench/ucx/N8/sync/seed04,7,12.293,102.871099,48807658.0,0.9871,1.0131
