workload,system,N,lambda_total,label,rep,stable,tenant,requests,completed,timeouts,failed,completion_fraction,offered_output_tokens,completed_output_tokens,delivered_output_tokens,token_service_fraction,slo_1s_fraction,slo_5s_fraction,timeout_fraction,ttft_p50,ttft_p95,ttft_p99,tpot_p50,offered_share,service_share,share_normalizada
llama7b,nativo,2,2.0,mtbm_n2_l2,3,UNSTABLE,http://127.0.0.1:8301,35,27,8,8,0.7714285714285715,4480,3456,3456,0.7714285714285715,0.0,0.0,0.22857142857142856,14888.247293885797,24982.560920063406,25012.177570722997,15.459098534174556,0.5072463768115942,0.4909090909090909,0.9677922077922078
llama7b,nativo,2,2.0,mtbm_n2_l2,3,UNSTABLE,http://127.0.0.1:8302,34,28,6,6,0.8235294117647058,4352,3584,3584,0.8235294117647058,0.0,0.11764705882352941,0.17647058823529413,18085.92032827437,24945.024930872023,25000.940246973187,15.458295844113968,0.4927536231884058,0.509090909090909,1.0331550802139036
llama7b,gusto,4,4.0,mt_ucx_n4_l4,1,UNSTABLE,http://127.0.0.1:8201,44,18,26,26,0.4090909090909091,5632,2304,2304,0.4090909090909091,0.0,0.0,0.5909090909090909,23670.605566818267,24972.908534109592,24972.908534109592,16.456714922958238,0.2603550295857988,0.26865671641791045,1.0318860244233379
llama7b,gusto,4,4.0,mt_ucx_n4_l4,1,UNSTABLE,http://127.0.0.1:8202,38,16,22,22,0.42105263157894735,4864,2048,2048,0.42105263157894735,0.0,0.0,0.5789473684210527,21431.700211949646,24911.27105522901,24911.27105522901,18.75268062943314,0.22485207100591717,0.23880597014925373,1.0620581304006285
llama7b,gusto,4,4.0,mt_ucx_n4_l4,1,UNSTABLE,http://127.0.0.1:8203,46,16,30,30,0.34782608695652173,5888,2048,2048,0.34782608695652173,0.0,0.021739130434782608,0.6521739130434783,22850.75906617567,24906.750404275954,24906.750404275954,19.262736897886267,0.27218934911242604,0.23880597014925373,0.8773523685918234
llama7b,gusto,4,4.0,mt_ucx_n4_l4,1,UNSTABLE,http://127.0.0.1:8204,41,17,24,24,0.4146341463414634,5248,2176,2176,0.4146341463414634,0.0,0.0,0.5853658536585366,24144.893238786608,25001.30822788924,25001.30822788924,18.53402183339821,0.24260355029585798,0.2537313432835821,1.0458682198762288
llama7b,gusto,4,4.0,mt_ucx_n4_l4,2,UNSTABLE,http://127.0.0.1:8201,43,16,27,27,0.37209302325581395,5504,2048,2048,0.37209302325581395,0.0,0.0,0.627906976744186,22362.23926069215,25027.94817695394,25027.94817695394,19.092864785930068,0.2529411764705882,0.23880597014925373,0.9441166261714683
llama7b,gusto,4,4.0,mt_ucx_n4_l4,2,UNSTABLE,http://127.0.0.1:8202,38,17,21,21,0.4473684210526316,4864,2176,2176,0.4473684210526316,0.0,0.02631578947368421,0.5526315789473685,21900.858575943857,25053.052166942507,25053.052166942507,18.928124639022304,0.2235294117647059,0.2537313432835821,1.1351139041633935
llama7b,gusto,4,4.0,mt_ucx_n4_l4,2,UNSTABLE,http://127.0.0.1:8203,47,17,30,30,0.3617021276595745,6016,2176,2176,0.3617021276595745,0.0,0.02127659574468085,0.6382978723404256,21805.155359674245,24924.25144324079,24924.25144324079,18.892402379355563,0.27647058823529413,0.2537313432835821,0.9177516671959352
llama7b,gusto,4,4.0,mt_ucx_n4_l4,2,UNSTABLE,http://127.0.0.1:8204,42,17,25,25,0.40476190476190477,5376,2176,2176,0.40476190476190477,0.0,0.0,0.5952380952380952,24305.45770796016,25027.820808812976,25027.820808812976,19.89561822778714,0.24705882352941178,0.2537313432835821,1.0270078180525941
llama7b,gusto,4,4.0,mt_ucx_n4_l4,3,UNSTABLE,http://127.0.0.1:8201,43,16,27,27,0.37209302325581395,5504,2048,2048,0.37209302325581395,0.0,0.0,0.627906976744186,22322.04963406548,25424.662419129163,25424.662419129163,18.00447026648977,0.25443786982248523,0.23880597014925373,0.9385629989586948
llama7b,gusto,4,4.0,mt_ucx_n4_l4,3,UNSTABLE,http://127.0.0.1:8202,38,18,20,20,0.47368421052631576,4864,2304,2304,0.47368421052631576,0.0,0.0,0.5263157894736842,23639.184871688485,25995.30564714223,25995.30564714223,18.69197710468544,0.22485207100591717,0.26865671641791045,1.194815396700707
llama7b,gusto,4,4.0,mt_ucx_n4_l4,3,UNSTABLE,http://127.0.0.1:8203,47,17,30,30,0.3617021276595745,6016,2176,2176,0.3617021276595745,0.0,0.02127659574468085,0.6382978723404256,22149.842298123986,24843.069065362215,24843.069065362215,18.53095823678914,0.2781065088757396,0.2537313432835821,0.9123531279771357
llama7b,gusto,4,4.0,mt_ucx_n4_l4,3,UNSTABLE,http://127.0.0.1:8204,41,16,25,25,0.3902439024390244,5248,2048,2048,0.3902439024390244,0.0,0.0,0.6097560975609756,23834.61634069681,25023.110412061214,25023.110412061214,18.03934703192373,0.24260355029585798,0.23880597014925373,0.9843465598835093
llama7b,nativo,4,4.0,mtbm_n4_l4,1,UNSTABLE,http://127.0.0.1:8301,44,13,31,31,0.29545454545454547,5632,1664,1664,0.29545454545454547,0.0,0.0,0.7045454545454546,23750.517992768437,24922.117203008384,24922.117203008384,32.440859237759135,0.2558139534883721,0.25,0.9772727272727272
llama7b,nativo,4,4.0,mtbm_n4_l4,1,UNSTABLE,http://127.0.0.1:8302,39,13,26,26,0.3333333333333333,4992,1664,1664,0.3333333333333333,0.0,0.02564102564102564,0.6666666666666666,22214.2732469365,24951.464384794235,24951.464384794235,32.4606873080369,0.22674418604651161,0.25,1.1025641025641026
llama7b,nativo,4,4.0,mtbm_n4_l4,1,UNSTABLE,http://127.0.0.1:8303,47,13,34,34,0.2765957446808511,6016,1664,1664,0.2765957446808511,0.0,0.0425531914893617,0.723404255319149,20730.496662203223,25061.63565814495,25061.63565814495,32.473663231137934,0.27325581395348836,0.25,0.9148936170212767
llama7b,nativo,4,4.0,mtbm_n4_l4,1,UNSTABLE,http://127.0.0.1:8304,42,13,29,29,0.30952380952380953,5376,1664,1664,0.30952380952380953,0.0,0.0,0.6904761904761905,23136.292601004243,24914.956232067198,24914.956232067198,32.470587149673094,0.2441860465116279,0.25,1.023809523809524
llama7b,nativo,4,4.0,mtbm_n4_l4,2,UNSTABLE,http://127.0.0.1:8301,44,13,31,31,0.29545454545454547,5632,1664,1664,0.29545454545454547,0.0,0.0,0.7045454545454546,23792.1320120804,24969.03208596632,24969.03208596632,32.52757060539535,0.2558139534883721,0.25,0.9772727272727272
llama7b,nativo,4,4.0,mtbm_n4_l4,2,UNSTABLE,http://127.0.0.1:8302,39,13,26,26,0.3333333333333333,4992,1664,1664,0.3333333333333333,0.0,0.02564102564102564,0.6666666666666666,22256.919187959284,25036.271205171943,25036.271205171943,32.50481787423684,0.22674418604651161,0.25,1.1025641025641026
llama7b,nativo,4,4.0,mtbm_n4_l4,2,UNSTABLE,http://127.0.0.1:8303,47,13,34,34,0.2765957446808511,6016,1664,1664,0.2765957446808511,0.0,0.0425531914893617,0.723404255319149,20769.36980476603,24810.862781014293,24810.862781014293,32.49589893893581,0.27325581395348836,0.25,0.9148936170212767
llama7b,nativo,4,4.0,mtbm_n4_l4,2,UNSTABLE,http://127.0.0.1:8304,42,13,29,29,0.30952380952380953,5376,1664,1664,0.30952380952380953,0.0,0.0,0.6904761904761905,23244.185337796807,25009.056547190994,25009.056547190994,32.540411120060625,0.2441860465116279,0.25,1.023809523809524
llama7b,nativo,4,4.0,mtbm_n4_l4,3,UNSTABLE,http://127.0.0.1:8301,44,13,31,31,0.29545454545454547,5632,1664,1664,0.29545454545454547,0.0,0.0,0.7045454545454546,23741.385743021965,24917.548693250865,24917.548693250865,32.48011004766376,0.2558139534883721,0.25,0.9772727272727272
llama7b,nativo,4,4.0,mtbm_n4_l4,3,UNSTABLE,http://127.0.0.1:8302,39,13,26,26,0.3333333333333333,4992,1664,1664,0.3333333333333333,0.0,0.02564102564102564,0.6666666666666666,22202.69492873922,24974.135128315538,24974.135128315538,32.50491497011518,0.22674418604651161,0.25,1.1025641025641026
llama7b,nativo,4,4.0,mtbm_n4_l4,3,UNSTABLE,http://127.0.0.1:8303,47,13,34,34,0.2765957446808511,6016,1664,1664,0.2765957446808511,0.0,0.0425531914893617,0.723404255319149,20722.365150228143,25033.400567714125,25033.400567714125,32.510783622320005,0.27325581395348836,0.25,0.9148936170212767
llama7b,nativo,4,4.0,mtbm_n4_l4,3,UNSTABLE,http://127.0.0.1:8304,42,13,29,29,0.30952380952380953,5376,1664,1664,0.30952380952380953,0.0,0.0,0.6904761904761905,23156.080317217857,24941.26739213243,24941.26739213243,32.480439985185626,0.2441860465116279,0.25,1.023809523809524
llama7b,gusto,8,8.0,mt_ucx_n8_l8,1,UNSTABLE,http://127.0.0.1:8201,41,8,33,33,0.1951219512195122,5248,1024,1024,0.1951219512195122,0.0,0.024390243902439025,0.8048780487804879,23752.694541122764,24783.25365576893,24783.25365576893,44.487773954105656,0.13225806451612904,0.11267605633802817,0.8519409137753349
llama7b,gusto,8,8.0,mt_ucx_n8_l8,1,UNSTABLE,http://127.0.0.1:8202,29,8,21,21,0.27586206896551724,3712,1024,1024,0.27586206896551724,0.0,0.0,0.7241379310344828,24457.82333565876,25174.825272057205,25174.825272057205,35.04836668561059,0.0935483870967742,0.11267605633802817,1.2044681884409907
llama7b,gusto,8,8.0,mt_ucx_n8_l8,1,UNSTABLE,http://127.0.0.1:8203,31,10,21,21,0.3225806451612903,3968,1280,1280,0.3225806451612903,0.03225806451612903,0.03225806451612903,0.6774193548387096,23277.05539902672,25547.281687613577,25547.281687613577,31.113285369672408,0.1,0.14084507042253522,1.408450704225352
llama7b,gusto,8,8.0,mt_ucx_n8_l8,1,UNSTABLE,http://127.0.0.1:8204,44,9,35,35,0.20454545454545456,5632,1152,1152,0.20454545454545456,0.0,0.022727272727272728,0.7954545454545454,24102.802080102265,25124.31896198541,25124.31896198541,36.836654937818764,0.14193548387096774,0.1267605633802817,0.8930857874519846
llama7b,gusto,8,8.0,mt_ucx_n8_l8,1,UNSTABLE,http://127.0.0.1:8205,46,9,37,37,0.1956521739130435,5888,1152,1152,0.1956521739130435,0.0,0.0,0.8043478260869565,22317.579827271402,25051.421152893454,25051.421152893454,33.85059503970418,0.14838709677419354,0.1267605633802817,0.8542559706062463
llama7b,gusto,8,8.0,mt_ucx_n8_l8,1,UNSTABLE,http://127.0.0.1:8206,37,9,28,28,0.24324324324324326,4736,1152,1152,0.24324324324324326,0.0,0.0,0.7567567567567568,23086.492941714823,24985.455587971956,24985.455587971956,32.492881120131244,0.11935483870967742,0.1267605633802817,1.0620479634564142
llama7b,gusto,8,8.0,mt_ucx_n8_l8,1,UNSTABLE,http://127.0.0.1:8207,47,8,39,39,0.1702127659574468,6016,1024,1024,0.1702127659574468,0.0,0.02127659574468085,0.8297872340425532,23536.108052823693,25059.90453483537,25059.90453483537,37.08157741912002,0.15161290322580645,0.11267605633802817,0.7431824992508241
llama7b,gusto,8,8.0,mt_ucx_n8_l8,1,UNSTABLE,http://127.0.0.1:8208,35,10,25,25,0.2857142857142857,4480,1280,1280,0.2857142857142857,0.0,0.02857142857142857,0.7142857142857143,23637.878119014204,25009.550080634654,25009.550080634654,32.11760687399802,0.11290322580645161,0.14084507042253522,1.2474849094567406
llama7b,gusto,8,8.0,mt_ucx_n8_l8,2,UNSTABLE,http://127.0.0.1:8201,40,8,32,32,0.2,5120,1024,1024,0.2,0.0,0.0,0.8,23468.45620498061,25011.031437199563,25011.031437199563,33.212101306971604,0.13071895424836602,0.11940298507462686,0.9134328358208954
llama7b,gusto,8,8.0,mt_ucx_n8_l8,2,UNSTABLE,http://127.0.0.1:8202,29,8,21,21,0.27586206896551724,3712,1024,1024,0.27586206896551724,0.0,0.034482758620689655,0.7241379310344828,23424.860863015056,25042.703674174845,25042.703674174845,36.34262329891441,0.09477124183006536,0.11940298507462686,1.2599073597529593
llama7b,gusto,8,8.0,mt_ucx_n8_l8,2,UNSTABLE,http://127.0.0.1:8203,31,9,22,22,0.2903225806451613,3968,1152,1152,0.2903225806451613,0.03225806451612903,0.03225806451612903,0.7096774193548387,23943.373632617295,25204.285067040473,25204.285067040473,32.67546675321976,0.10130718954248366,0.13432835820895522,1.3259508907077515
llama7b,gusto,8,8.0,mt_ucx_n8_l8,2,UNSTABLE,http://127.0.0.1:8204,43,8,35,35,0.18604651162790697,5504,1024,1024,0.18604651162790697,0.0,0.0,0.813953488372093,23291.500005871058,24845.004742965102,24845.004742965102,34.39584922221467,0.14052287581699346,0.11940298507462686,0.8497049635543213
llama7b,gusto,8,8.0,mt_ucx_n8_l8,2,UNSTABLE,http://127.0.0.1:8205,46,9,37,37,0.1956521739130435,5888,1152,1152,0.1956521739130435,0.0,0.021739130434782608,0.8043478260869565,22352.051947731525,25771.680353675038,25771.680353675038,32.59992092759825,0.1503267973856209,0.13432835820895522,0.8935756002595717
llama7b,gusto,8,8.0,mt_ucx_n8_l8,2,UNSTABLE,http://127.0.0.1:8206,37,9,28,28,0.24324324324324326,4736,1152,1152,0.24324324324324326,0.0,0.02702702702702703,0.7567567567567568,23560.556331649423,24628.011524211615,24628.011524211615,32.23714164612213,0.12091503267973856,0.13432835820895522,1.1109318273497377
llama7b,gusto,8,8.0,mt_ucx_n8_l8,2,UNSTABLE,http://127.0.0.1:8207,47,8,39,39,0.1702127659574468,6016,1024,1024,0.1702127659574468,0.0,0.02127659574468085,0.8297872340425532,23650.872085243464,24943.702483084053,24943.702483084053,32.604494260433384,0.15359477124183007,0.11940298507462686,0.777389647507145
llama7b,gusto,8,8.0,mt_ucx_n8_l8,2,UNSTABLE,http://127.0.0.1:8208,33,8,25,25,0.24242424242424243,4224,1024,1024,0.24242424242424243,0.0,0.0,0.7575757575757576,22354.249105788767,24457.690313924104,24457.690313924104,36.01165299164498,0.10784313725490197,0.11940298507462686,1.1071913161465399
llama7b,gusto,8,8.0,mt_ucx_n8_l8,3,UNSTABLE,http://127.0.0.1:8201,41,8,33,33,0.1951219512195122,5248,1024,1024,0.1951219512195122,0.0,0.024390243902439025,0.8048780487804879,24426.9850528799,25015.51436400041,25015.51436400041,32.278088621765846,0.13355048859934854,0.11764705882352941,0.8809182209469153
llama7b,gusto,8,8.0,mt_ucx_n8_l8,3,UNSTABLE,http://127.0.0.1:8202,29,10,19,19,0.3448275862068966,3712,1280,1280,0.3448275862068966,0.0,0.0,0.6551724137931034,24544.586059171706,24861.99577525258,24861.99577525258,36.35408009923115,0.09446254071661238,0.14705882352941177,1.5567951318458417
llama7b,gusto,8,8.0,mt_ucx_n8_l8,3,UNSTABLE,http://127.0.0.1:8203,30,9,21,21,0.3,3840,1152,1152,0.3,0.03333333333333333,0.03333333333333333,0.7,21461.651182733476,25751.211969181895,25751.211969181895,24.72542720942164,0.09771986970684039,0.1323529411764706,1.3544117647058824
llama7b,gusto,8,8.0,mt_ucx_n8_l8,3,UNSTABLE,http://127.0.0.1:8204,44,8,36,36,0.18181818181818182,5632,1024,1024,0.18181818181818182,0.0,0.022727272727272728,0.8181818181818182,23689.5249360241,24875.928557943553,24875.928557943553,41.23131554265778,0.14332247557003258,0.11764705882352941,0.820855614973262
llama7b,gusto,8,8.0,mt_ucx_n8_l8,3,UNSTABLE,http://127.0.0.1:8205,45,8,37,37,0.17777777777777778,5760,1024,1024,0.17777777777777778,0.0,0.022222222222222223,0.8222222222222222,24111.823150888085,24919.07284129411,24919.07284129411,39.189496953920354,0.1465798045602606,0.11764705882352941,0.8026143790849672
