system,run,tenant_id,offered_work,completed_iterations,t_start_epoch_s,first_progress_s,slowdown,normalized_progress,mult_min,mult_p50,mult_max,iters_sin_espera,longest_no_progress_s,correctness,multiplicadores
ucx_rdma,run_ucx_rdma_n8_r15,7,poses=65536;prot=938;lig=26,10,1785289147,1.477,3.499,0.2858,1.0,4.0,7.0,1,1.772,valid=true;max_diff_%=0.014,5.0 7.0 3.0 2.0 7.0 5.0 1.0 2.0 4.0 4.0
ucx_rdma,run_ucx_rdma_n8_r15,8,poses=65536;prot=938;lig=26,10,1785289147,0.886,4.374,0.2286,1.0,4.0,8.0,1,2.067,valid=true;max_diff_%=0.014,3.0 8.0 4.0 4.0 1.0 5.0 6.0 4.0 7.0 4.0
ucx_rdma,run_ucx_rdma_n8_r2,1,poses=65536;prot=938;lig=26,10,1785288820,0.295,1.126,0.8884,1.0,1.0,2.0,9,0.295,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 2.0 1.0
ucx_rdma,run_ucx_rdma_n8_r2,2,poses=65536;prot=938;lig=26,10,1785288820,0.295,1.001,0.9993,1.0,1.0,1.0,10,0.001,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
ucx_rdma,run_ucx_rdma_n8_r2,3,poses=65536;prot=938;lig=26,10,1785288821,0.886,2.625,0.381,1.0,3.0,6.0,2,1.477,valid=true;max_diff_%=0.014,3.0 3.0 2.0 3.0 3.0 1.0 6.0 2.0 1.0 3.0
ucx_rdma,run_ucx_rdma_n8_r2,4,poses=65536;prot=938;lig=26,10,1785288821,0.295,2.625,0.3809,1.0,1.5,6.0,5,1.477,valid=true;max_diff_%=0.014,1.0 3.0 1.0 3.0 2.0 6.0 1.0 6.0 1.0 1.0
ucx_rdma,run_ucx_rdma_n8_r2,5,poses=65536;prot=938;lig=26,10,1785288821,1.772,2.875,0.3479,1.0,2.5,6.0,1,1.477,valid=true;max_diff_%=0.014,6.0 2.0 4.0 2.0 4.0 3.0 5.0 1.0 2.0 2.0
ucx_rdma,run_ucx_rdma_n8_r2,6,poses=65536;prot=938;lig=26,10,1785288821,0.886,3.25,0.3077,1.0,3.0,5.0,1,1.181,valid=true;max_diff_%=0.014,3.0 2.0 3.0 1.0 4.0 3.0 2.0 4.0 4.0 5.0
ucx_rdma,run_ucx_rdma_n8_r2,7,poses=65536;prot=938;lig=26,10,1785288821,0.591,3.0,0.3334,1.0,3.0,5.0,3,1.181,valid=true;max_diff_%=0.014,2.0 3.0 4.0 5.0 1.0 3.0 4.0 1.0 5.0 1.0
ucx_rdma,run_ucx_rdma_n8_r2,8,poses=65536;prot=938;lig=26,10,1785288821,0.886,2.75,0.3637,1.0,3.0,5.0,1,1.181,valid=true;max_diff_%=0.014,3.0 3.0 3.0 3.0 2.0 1.0 5.0 2.0 3.0 3.0
ucx_rdma,run_ucx_rdma_n8_r3,1,poses=65536;prot=938;lig=26,10,1785288845,0.295,1.0,0.9998,1.0,1.0,1.0,10,0.0,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
ucx_rdma,run_ucx_rdma_n8_r3,2,poses=65536;prot=938;lig=26,10,1785288846,0.886,4.124,0.2425,2.0,3.5,6.0,0,1.476,valid=true;max_diff_%=0.014,3.0 3.0 3.0 4.0 4.0 2.0 6.0 6.0 5.0 3.0
ucx_rdma,run_ucx_rdma_n8_r3,3,poses=65536;prot=938;lig=26,10,1785288845,0.295,1.001,0.9994,1.0,1.0,1.0,10,0.001,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
ucx_rdma,run_ucx_rdma_n8_r3,4,poses=65536;prot=938;lig=26,10,1785288847,1.772,3.5,0.2858,1.0,5.0,8.0,4,2.067,valid=true;max_diff_%=0.014,6.0 7.0 6.0 8.0 6.0 1.0 4.0 1.0 1.0 1.0
ucx_rdma,run_ucx_rdma_n8_r3,5,poses=65536;prot=938;lig=26,10,1785288846,0.591,4.124,0.2425,2.0,3.5,7.0,0,1.772,valid=true;max_diff_%=0.014,2.0 2.0 3.0 4.0 5.0 5.0 3.0 7.0 4.0 2.0
ucx_rdma,run_ucx_rdma_n8_r3,6,poses=65536;prot=938;lig=26,10,1785288845,0.296,1.126,0.8884,1.0,1.0,2.0,9,0.295,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 2.0
ucx_rdma,run_ucx_rdma_n8_r3,7,poses=65536;prot=938;lig=26,10,1785288847,0.886,4.374,0.2286,2.0,4.0,7.0,0,1.772,valid=true;max_diff_%=0.014,3.0 4.0 5.0 3.0 7.0 2.0 6.0 5.0 4.0 3.0
ucx_rdma,run_ucx_rdma_n8_r3,8,poses=65536;prot=938;lig=26,10,1785288846,1.181,4.124,0.2425,1.0,4.5,6.0,1,1.476,valid=true;max_diff_%=0.014,4.0 5.0 5.0 4.0 6.0 3.0 6.0 1.0 6.0 2.0
ucx_rdma,run_ucx_rdma_n8_r4,1,poses=65536;prot=938;lig=26,10,1785288870,0.295,1.001,0.9993,1.0,1.0,1.0,10,0.001,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
ucx_rdma,run_ucx_rdma_n8_r4,2,poses=65536;prot=938;lig=26,10,1785288870,1.181,5.124,0.1951,3.0,5.0,7.0,0,1.772,valid=true;max_diff_%=0.014,4.0 3.0 4.0 3.0 5.0 6.0 6.0 7.0 5.0 5.0
ucx_rdma,run_ucx_rdma_n8_r4,3,poses=65536;prot=938;lig=26,10,1785288871,0.591,2.375,0.4211,1.0,2.0,5.0,2,1.181,valid=true;max_diff_%=0.014,2.0 2.0 2.0 1.0 1.0 3.0 2.0 5.0 2.0 3.0
ucx_rdma,run_ucx_rdma_n8_r4,4,poses=65536;prot=938;lig=26,10,1785288871,2.067,2.0,0.5,1.0,2.0,7.0,3,1.772,valid=true;max_diff_%=0.014,7.0 4.0 1.0 2.0 4.0 3.0 1.0 2.0 2.0 1.0
ucx_rdma,run_ucx_rdma_n8_r4,5,poses=65536;prot=938;lig=26,10,1785288870,0.295,1.875,0.5332,1.0,1.5,3.0,5,0.591,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 2.0 1.0 3.0 3.0 2.0 2.0
ucx_rdma,run_ucx_rdma_n8_r4,6,poses=65536;prot=938;lig=26,10,1785288871,0.591,3.125,0.32,1.0,2.5,5.0,2,1.181,valid=true;max_diff_%=0.014,2.0 1.0 4.0 2.0 3.0 1.0 4.0 2.0 4.0 5.0
ucx_rdma,run_ucx_rdma_n8_r4,7,poses=65536;prot=938;lig=26,10,1785288871,0.295,3.375,0.2963,1.0,3.5,5.0,2,1.181,valid=true;max_diff_%=0.014,1.0 2.0 3.0 4.0 1.0 5.0 2.0 4.0 4.0 4.0
ucx_rdma,run_ucx_rdma_n8_r4,8,poses=65536;prot=938;lig=26,10,1785288871,1.181,3.5,0.2857,1.0,3.0,6.0,1,1.477,valid=true;max_diff_%=0.014,4.0 2.0 2.0 5.0 3.0 6.0 5.0 3.0 1.0 3.0
ucx_rdma,run_ucx_rdma_n8_r5,1,poses=65536;prot=938;lig=26,10,1785288895,0.591,2.0,0.5,1.0,2.0,3.0,2,0.591,valid=true;max_diff_%=0.014,2.0 2.0 2.0 1.0 2.0 2.0 3.0 1.0 3.0 2.0
ucx_rdma,run_ucx_rdma_n8_r5,2,poses=65536;prot=938;lig=26,10,1785288897,1.476,3.5,0.2858,1.0,3.5,10.0,4,2.657,valid=true;max_diff_%=0.014,5.0 6.0 10.0 6.0 6.0 2.0 1.0 1.0 1.0 1.0
ucx_rdma,run_ucx_rdma_n8_r5,3,poses=65536;prot=938;lig=26,10,1785288897,0.591,4.749,0.2106,2.0,3.5,10.0,0,2.658,valid=true;max_diff_%=0.014,2.0 3.0 10.0 4.0 5.0 2.0 2.0 2.0 5.0 8.0
ucx_rdma,run_ucx_rdma_n8_r5,4,poses=65536;prot=938;lig=26,10,1785288897,1.181,4.624,0.2163,1.0,4.5,7.0,1,1.772,valid=true;max_diff_%=0.014,4.0 1.0 2.0 7.0 2.0 6.0 5.0 5.0 4.0 6.0
ucx_rdma,run_ucx_rdma_n8_r5,5,poses=65536;prot=938;lig=26,10,1785288895,0.295,1.0,0.9997,1.0,1.0,1.0,10,0.0,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
ucx_rdma,run_ucx_rdma_n8_r5,6,poses=65536;prot=938;lig=26,10,1785288897,0.295,5.249,0.1905,1.0,4.5,9.0,3,2.362,valid=true;max_diff_%=0.014,1.0 1.0 4.0 4.0 6.0 1.0 8.0 9.0 5.0 5.0
ucx_rdma,run_ucx_rdma_n8_r5,7,poses=65536;prot=938;lig=26,10,1785288896,0.591,2.001,0.4998,1.0,2.0,3.0,2,0.592,valid=true;max_diff_%=0.014,2.0 1.0 3.0 2.0 2.0 2.0 2.0 2.0 1.0 2.0
ucx_rdma,run_ucx_rdma_n8_r5,8,poses=65536;prot=938;lig=26,10,1785288898,2.067,4.249,0.2353,1.0,5.0,7.0,1,1.772,valid=true;max_diff_%=0.014,7.0 1.0 5.0 4.0 2.0 5.0 5.0 5.0 3.0 5.0
ucx_rdma,run_ucx_rdma_n8_r6,1,poses=65536;prot=938;lig=26,10,1785288920,0.295,2.625,0.381,1.0,1.0,6.0,6,1.476,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 3.0 1.0 4.0 4.0 6.0
ucx_rdma,run_ucx_rdma_n8_r6,2,poses=65536;prot=938;lig=26,10,1785288920,1.772,4.999,0.2,1.0,6.0,7.0,1,1.772,valid=true;max_diff_%=0.014,6.0 6.0 7.0 6.0 4.0 7.0 5.0 6.0 4.0 1.0
ucx_rdma,run_ucx_rdma_n8_r6,3,poses=65536;prot=938;lig=26,10,1785288920,0.297,1.001,0.9994,1.0,1.0,1.0,10,0.001,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
ucx_rdma,run_ucx_rdma_n8_r6,4,poses=65536;prot=938;lig=26,10,1785288921,0.886,5.749,0.1739,1.0,6.5,8.0,1,2.067,valid=true;max_diff_%=0.014,3.0 7.0 6.0 3.0 8.0 6.0 1.0 7.0 8.0 7.0
ucx_rdma,run_ucx_rdma_n8_r6,5,poses=65536;prot=938;lig=26,10,1785288921,0.886,4.874,0.2052,2.0,4.5,7.0,0,1.772,valid=true;max_diff_%=0.014,3.0 2.0 5.0 4.0 5.0 4.0 7.0 5.0 6.0 3.0
ucx_rdma,run_ucx_rdma_n8_r6,6,poses=65536;prot=938;lig=26,10,1785288921,0.886,4.124,0.2425,1.0,3.0,8.0,1,2.067,valid=true;max_diff_%=0.014,3.0 2.0 2.0 3.0 2.0 8.0 3.0 6.0 8.0 1.0
ucx_rdma,run_ucx_rdma_n8_r6,7,poses=65536;prot=938;lig=26,10,1785288921,2.067,4.249,0.2353,1.0,5.0,9.0,2,2.362,valid=true;max_diff_%=0.014,7.0 7.0 2.0 9.0 2.0 9.0 5.0 1.0 1.0 5.0
ucx_rdma,run_ucx_rdma_n8_r6,8,poses=65536;prot=938;lig=26,10,1785288922,1.772,3.375,0.2963,1.0,3.0,7.0,1,1.772,valid=true;max_diff_%=0.014,6.0 3.0 7.0 4.0 5.0 2.0 3.0 2.0 3.0 1.0
ucx_rdma,run_ucx_rdma_n8_r7,1,poses=65536;prot=938;lig=26,10,1785288945,0.295,1.001,0.9994,1.0,1.0,1.0,10,0.001,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
ucx_rdma,run_ucx_rdma_n8_r7,2,poses=65536;prot=938;lig=26,10,1785288947,0.886,3.875,0.2581,1.0,3.0,8.0,1,2.067,valid=true;max_diff_%=0.014,3.0 3.0 3.0 5.0 5.0 8.0 2.0 4.0 1.0 3.0
ucx_rdma,run_ucx_rdma_n8_r7,3,poses=65536;prot=938;lig=26,10,1785288947,0.591,3.75,0.2667,1.0,3.5,6.0,1,1.476,valid=true;max_diff_%=0.014,2.0 4.0 1.0 5.0 5.0 5.0 2.0 6.0 3.0 3.0
ucx_rdma,run_ucx_rdma_n8_r7,4,poses=65536;prot=938;lig=26,10,1785288946,0.295,2.125,0.4706,1.0,1.0,4.0,6,0.886,valid=true;max_diff_%=0.014,1.0 1.0 1.0 2.0 1.0 4.0 1.0 4.0 3.0 1.0
ucx_rdma,run_ucx_rdma_n8_r7,5,poses=65536;prot=938;lig=26,10,1785288946,0.886,2.125,0.4706,1.0,2.5,4.0,3,0.886,valid=true;max_diff_%=0.014,3.0 3.0 1.0 4.0 3.0 2.0 2.0 3.0 1.0 1.0
ucx_rdma,run_ucx_rdma_n8_r7,6,poses=65536;prot=938;lig=26,10,1785288945,0.591,2.625,0.381,1.0,2.5,4.0,1,0.886,valid=true;max_diff_%=0.014,2.0 2.0 3.0 3.0 3.0 4.0 3.0 1.0 2.0 2.0
ucx_rdma,run_ucx_rdma_n8_r7,7,poses=65536;prot=938;lig=26,10,1785288947,0.591,3.125,0.32,1.0,2.5,5.0,1,1.181,valid=true;max_diff_%=0.014,2.0 1.0 3.0 2.0 4.0 3.0 5.0 4.0 2.0 2.0
ucx_rdma,run_ucx_rdma_n8_r7,8,poses=65536;prot=938;lig=26,10,1785288946,1.181,3.25,0.3077,1.0,4.0,5.0,2,1.181,valid=true;max_diff_%=0.014,4.0 1.0 4.0 4.0 4.0 4.0 1.0 5.0 2.0 2.0
ucx_rdma,run_ucx_rdma_n8_r8,1,poses=65536;prot=938;lig=26,10,1785288972,0.295,1.875,0.5333,1.0,2.0,2.0,2,0.296,valid=true;max_diff_%=0.014,1.0 2.0 2.0 2.0 1.0 2.0 2.0 2.0 2.0 2.0
ucx_rdma,run_ucx_rdma_n8_r8,2,poses=65536;prot=938;lig=26,10,1785288971,0.295,3.375,0.2963,1.0,3.0,5.0,2,1.181,valid=true;max_diff_%=0.014,1.0 1.0 2.0 4.0 2.0 4.0 4.0 3.0 5.0 3.0
ucx_rdma,run_ucx_rdma_n8_r8,3,poses=65536;prot=938;lig=26,10,1785288970,0.295,1.001,0.9994,1.0,1.0,1.0,10,0.001,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
ucx_rdma,run_ucx_rdma_n8_r8,4,poses=65536;prot=938;lig=26,10,1785288970,0.886,3.75,0.2666,1.0,3.5,6.0,2,1.477,valid=true;max_diff_%=0.014,3.0 1.0 5.0 4.0 2.0 6.0 5.0 4.0 1.0 3.0
ucx_rdma,run_ucx_rdma_n8_r8,5,poses=65536;prot=938;lig=26,10,1785288971,0.591,3.5,0.2857,1.0,2.5,6.0,4,1.478,valid=true;max_diff_%=0.014,2.0 1.0 3.0 6.0 1.0 6.0 5.0 5.0 1.0 1.0
ucx_rdma,run_ucx_rdma_n8_r8,6,poses=65536;prot=938;lig=26,10,1785288971,0.886,1.125,0.8888,1.0,1.0,3.0,7,0.591,valid=true;max_diff_%=0.014,3.0 2.0 2.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
ucx_rdma,run_ucx_rdma_n8_r8,7,poses=65536;prot=938;lig=26,10,1785288972,0.591,2.125,0.4705,1.0,2.0,4.0,4,0.886,valid=true;max_diff_%=0.014,2.0 3.0 1.0 4.0 1.0 3.0 1.0 4.0 1.0 2.0
ucx_rdma,run_ucx_rdma_n8_r8,8,poses=65536;prot=938;lig=26,10,1785288971,1.183,3.0,0.3334,1.0,3.0,6.0,2,1.476,valid=true;max_diff_%=0.014,4.0 2.0 6.0 1.0 4.0 4.0 4.0 2.0 2.0 1.0
ucx_rdma,run_ucx_rdma_n8_r9,1,poses=65536;prot=938;lig=26,10,1785288995,0.295,1.0,0.9996,1.0,1.0,1.0,10,0.0,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
ucx_rdma,run_ucx_rdma_n8_r9,2,poses=65536;prot=938;lig=26,10,1785288996,1.182,3.25,0.3077,2.0,3.0,7.0,0,1.772,valid=true;max_diff_%=0.014,4.0 3.0 2.0 3.0 4.0 3.0 2.0 3.0 2.0 7.0
ucx_rdma,run_ucx_rdma_n8_r9,3,poses=65536;prot=938;lig=26,10,1785288996,1.772,4.249,0.2353,1.0,5.0,9.0,2,2.362,valid=true;max_diff_%=0.014,6.0 5.0 1.0 7.0 2.0 9.0 5.0 1.0 5.0 4.0
ucx_rdma,run_ucx_rdma_n8_r9,4,poses=65536;prot=938;lig=26,10,1785288996,0.886,3.625,0.2759,2.0,3.0,6.0,0,1.476,valid=true;max_diff_%=0.014,3.0 3.0 3.0 3.0 3.0 4.0 2.0 5.0 6.0 3.0
ucx_rdma,run_ucx_rdma_n8_r9,5,poses=65536;prot=938;lig=26,10,1785288997,1.772,3.625,0.2759,1.0,4.0,6.0,2,1.476,valid=true;max_diff_%=0.014,6.0 5.0 6.0 4.0 4.0 4.0 4.0 5.0 1.0 1.0
ucx_rdma,run_ucx_rdma_n8_r9,6,poses=65536;prot=938;lig=26,10,1785288997,2.362,3.0,0.3334,1.0,3.5,8.0,3,2.067,valid=true;max_diff_%=0.014,8.0 5.0 1.0 1.0 2.0 5.0 7.0 4.0 3.0 1.0
ucx_rdma,run_ucx_rdma_n8_r9,7,poses=65536;prot=938;lig=26,10,1785288996,0.295,2.5,0.4,1.0,2.0,4.0,5,0.886,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 3.0 1.0 3.0 4.0 4.0 3.0
ucx_rdma,run_ucx_rdma_n8_r9,8,poses=65536;prot=938;lig=26,10,1785288997,1.772,3.375,0.2963,1.0,4.0,6.0,1,1.476,valid=true;max_diff_%=0.014,6.0 4.0 6.0 5.0 2.0 2.0 4.0 4.0 3.0 1.0
tcp,run_tcp_n8_r1,1,poses=65536;prot=938;lig=26,10,1785148714,0.296,1.872,0.5341,1.0,2.0,2.99,4,0.59,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 3.0 2.0 2.0 2.0 2.0 2.0
tcp,run_tcp_n8_r1,2,poses=65536;prot=938;lig=26,10,1785148714,0.295,1.623,0.6162,1.0,1.5,3.0,5,0.59,valid=true;max_diff_%=0.014,1.0 2.0 1.0 3.0 2.0 2.0 1.0 2.0 1.0 1.0
tcp,run_tcp_n8_r1,3,poses=65536;prot=938;lig=26,10,1785148714,1.772,3.743,0.2672,2.0,3.49,8.98,0,2.362,valid=true;max_diff_%=0.014,6.0 5.0 4.0 9.0 5.0 3.0 3.0 2.0 2.0 2.0
tcp,run_tcp_n8_r1,4,poses=65536;prot=938;lig=26,10,1785148714,0.296,4.865,0.2055,1.0,3.99,8.98,1,2.362,valid=true;max_diff_%=0.014,1.0 2.0 4.0 4.0 4.0 3.0 6.0 5.0 4.0 9.0
tcp,run_tcp_n8_r1,5,poses=65536;prot=938;lig=26,10,1785148714,1.772,3.368,0.2969,2.0,2.99,8.98,0,2.362,valid=true;max_diff_%=0.014,6.0 9.0 9.0 4.0 2.0 3.0 3.0 2.0 2.0 2.0
tcp,run_tcp_n8_r1,6,poses=65536;prot=938;lig=26,10,1785148714,0.886,4.241,0.2358,2.99,3.99,5.99,0,1.476,valid=true;max_diff_%=0.014,3.0 4.0 4.0 3.0 5.0 5.0 5.0 3.0 6.0 3.0
tcp,run_tcp_n8_r1,7,poses=65536;prot=938;lig=26,10,1785148714,0.591,5.239,0.1909,2.0,4.49,6.99,0,1.771,valid=true;max_diff_%=0.014,2.0 2.0 7.0 4.0 3.0 5.0 6.0 7.0 6.0 4.0
tcp,run_tcp_n8_r1,8,poses=65536;prot=938;lig=26,10,1785148714,0.886,5.239,0.1909,2.99,4.49,8.98,0,2.362,valid=true;max_diff_%=0.014,3.0 4.0 4.0 5.0 9.0 7.0 6.0 5.0 3.0 3.0
tcp,run_tcp_n8_r2,1,poses=65536;prot=938;lig=26,10,1785148738,0.296,0.999,1.0008,1.0,1.0,1.0,10,0.0,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
tcp,run_tcp_n8_r2,2,poses=65536;prot=938;lig=26,10,1785148738,1.181,4.616,0.2167,2.0,3.99,7.98,0,2.066,valid=true;max_diff_%=0.014,4.0 4.0 4.0 5.0 5.0 6.0 8.0 2.0 3.0 4.0
tcp,run_tcp_n8_r2,3,poses=65536;prot=938;lig=26,10,1785148738,1.476,4.491,0.2227,2.99,3.99,7.98,0,2.067,valid=true;max_diff_%=0.014,5.0 5.0 6.0 8.0 4.0 4.0 4.0 3.0 3.0 4.0
tcp,run_tcp_n8_r2,4,poses=65536;prot=938;lig=26,10,1785148738,0.295,3.369,0.2969,1.0,2.99,5.99,3,1.476,valid=true;max_diff_%=0.014,1.0 1.0 1.0 3.0 3.0 4.0 2.0 4.0 4.0 6.0
tcp,run_tcp_n8_r2,5,poses=65536;prot=938;lig=26,10,1785148738,1.773,3.119,0.3206,2.0,3.5,7.98,0,2.065,valid=true;max_diff_%=0.014,6.0 8.0 2.0 4.0 4.0 4.0 3.0 3.0 3.0 2.0
tcp,run_tcp_n8_r2,6,poses=65536;prot=938;lig=26,10,1785148738,0.886,4.616,0.2167,2.0,3.99,6.99,0,1.771,valid=true;max_diff_%=0.014,3.0 2.0 5.0 4.0 4.0 5.0 3.0 7.0 3.0 6.0
tcp,run_tcp_n8_r2,7,poses=65536;prot=938;lig=26,10,1785148738,0.886,4.491,0.2227,2.0,3.99,7.98,0,2.066,valid=true;max_diff_%=0.014,3.0 3.0 4.0 2.0 4.0 4.0 6.0 8.0 2.0 6.0
tcp,run_tcp_n8_r2,8,poses=65536;prot=938;lig=26,10,1785148738,1.772,2.994,0.334,2.0,2.99,7.98,0,2.066,valid=true;max_diff_%=0.014,6.0 8.0 4.0 4.0 3.0 3.0 3.0 3.0 2.0 2.0
tcp,run_tcp_n8_r3,1,poses=65536;prot=938;lig=26,10,1785148762,0.296,0.999,1.0009,1.0,1.0,1.0,10,0.0,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
tcp,run_tcp_n8_r3,2,poses=65536;prot=938;lig=26,10,1785148762,0.591,4.49,0.2227,1.0,3.99,6.98,1,1.771,valid=true;max_diff_%=0.014,2.0 1.0 3.0 3.0 4.0 4.0 4.0 4.0 7.0 7.0
tcp,run_tcp_n8_r3,3,poses=65536;prot=938;lig=26,10,1785148762,2.067,4.117,0.2429,1.0,5.49,6.98,1,1.771,valid=true;max_diff_%=0.014,7.0 7.0 6.0 6.0 5.0 6.0 4.0 3.0 2.0 1.0
tcp,run_tcp_n8_r3,4,poses=65536;prot=938;lig=26,10,1785148762,0.886,5.862,0.1706,2.99,5.49,7.98,0,2.066,valid=true;max_diff_%=0.014,3.0 4.0 4.0 6.0 5.0 6.0 7.0 8.0 5.0 6.0
tcp,run_tcp_n8_r3,5,poses=65536;prot=938;lig=26,10,1785148762,1.476,5.239,0.1909,2.0,4.99,6.99,0,1.771,valid=true;max_diff_%=0.014,5.0 5.0 7.0 7.0 7.0 6.0 5.0 5.0 2.0 3.0
tcp,run_tcp_n8_r3,6,poses=65536;prot=938;lig=26,10,1785148762,1.181,4.491,0.2227,1.0,4.49,8.98,1,2.362,valid=true;max_diff_%=0.014,4.0 7.0 7.0 9.0 5.0 6.0 1.0 2.0 4.0 2.0
tcp,run_tcp_n8_r3,7,poses=65536;prot=938;lig=26,10,1785148762,0.591,5.613,0.1782,2.0,4.49,9.98,0,2.657,valid=true;max_diff_%=0.014,2.0 2.0 5.0 3.0 5.0 4.0 4.0 7.0 7.0 10.0
tcp,run_tcp_n8_r3,8,poses=65536;prot=938;lig=26,10,1785148762,1.182,5.862,0.1706,3.99,5.99,6.99,0,1.771,valid=true;max_diff_%=0.014,4.0 7.0 5.0 5.0 7.0 7.0 6.0 6.0 5.0 6.0
tcp,run_tcp_n8_r4,1,poses=65536;prot=938;lig=26,10,1785148786,0.295,3.494,0.2862,1.0,2.99,4.99,4,1.181,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 2.0 4.0 5.0 5.0 5.0 5.0
tcp,run_tcp_n8_r4,2,poses=65536;prot=938;lig=26,10,1785148786,0.295,0.999,1.0007,1.0,1.0,1.0,10,0.0,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
tcp,run_tcp_n8_r4,3,poses=65536;prot=938;lig=26,10,1785148786,1.477,3.867,0.2586,2.99,3.99,4.99,0,1.181,valid=true;max_diff_%=0.014,5.0 5.0 4.0 5.0 3.0 5.0 3.0 4.0 4.0 3.0
tcp,run_tcp_n8_r4,4,poses=65536;prot=938;lig=26,10,1785148786,1.772,2.87,0.3484,1.0,2.99,6.99,1,1.771,valid=true;max_diff_%=0.014,6.0 7.0 5.0 4.0 5.0 2.0 2.0 2.0 2.0 1.0
tcp,run_tcp_n8_r4,5,poses=65536;prot=938;lig=26,10,1785148786,0.296,4.117,0.2429,1.0,3.49,8.98,2,2.362,valid=true;max_diff_%=0.014,1.0 2.0 3.0 2.0 4.0 4.0 1.0 9.0 4.0 6.0
tcp,run_tcp_n8_r4,6,poses=65536;prot=938;lig=26,10,1785148786,0.886,4.366,0.229,2.0,3.99,6.99,0,1.771,valid=true;max_diff_%=0.014,3.0 2.0 4.0 4.0 5.0 3.0 3.0 7.0 4.0 5.0
tcp,run_tcp_n8_r4,7,poses=65536;prot=938;lig=26,10,1785148786,1.772,2.62,0.3817,1.0,2.99,6.99,1,1.771,valid=true;max_diff_%=0.014,6.0 7.0 3.0 4.0 4.0 3.0 1.0 2.0 2.0 2.0
tcp,run_tcp_n8_r4,8,poses=65536;prot=938;lig=26,10,1785148786,1.181,4.366,0.229,2.99,3.99,5.99,0,1.476,valid=true;max_diff_%=0.014,4.0 4.0 5.0 5.0 4.0 6.0 3.0 5.0 3.0 4.0
tcp,run_tcp_n8_r5,1,poses=65536;prot=938;lig=26,10,1785148810,0.296,0.999,1.0008,1.0,1.0,1.0,10,0.0,valid=true;max_diff_%=0.014,1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
tcp,run_tcp_n8_r5,2,poses=65536;prot=938;lig=26,10,1785148810,1.477,4.865,0.2056,2.99,4.99,6.99,0,1.771,valid=true;max_diff_%=0.014,5.0 5.0 6.0 5.0 7.0 3.0 5.0 5.0 4.0 4.0
tcp,run_tcp_n8_r5,3,poses=65536;prot=938;lig=26,10,1785148810,0.296,3.493,0.2863,1.0,2.99,5.99,3,1.476,valid=true;max_diff_%=0.014,1.0 1.0 1.0 2.0 3.0 3.0 3.0 4.0 6.0 6.0
tcp,run_tcp_n8_r5,4,poses=65536;prot=938;lig=26,10,1785148810,1.182,4.74,0.211,2.0,3.99,7.98,0,2.066,valid=true;max_diff_%=0.014,4.0 3.0 3.0 2.0 8.0 5.0 4.0 8.0 3.0 5.0
tcp,run_tcp_n8_r5,5,poses=65536;prot=938;lig=26,10,1785148810,1.476,3.368,0.2969,2.0,3.49,6.99,0,1.771,valid=true;max_diff_%=0.014,5.0 7.0 7.0 3.0 4.0 4.0 2.0 3.0 2.0 2.0
tcp,run_tcp_n8_r5,6,poses=65536;prot=938;lig=26,10,1785148810,1.181,4.366,0.229,2.0,3.99,8.98,0,2.362,valid=true;max_diff_%=0.014,4.0 6.0 4.0 4.0 9.0 3.0 5.0 2.0 4.0 4.0
