workload,system,variante,N,mode,seed,tenants_presentes,trabajo_identico,start_spread_s,tenants_exit_no_cero,tenants_incorrectos,jain_int,peor_slowdown_int,mediana_slowdown_int,ratio_lento_rapido_int,cv_int,cohort_time_int,jain_wall,peor_slowdown_wall,mediana_slowdown_wall,ratio_lento_rapido_wall,cv_wall,cohort_time_wall
xsbench,gusto_gpudirect,,8,sync,03,8,False,0.002,8,0,0.6614,5.24,4.181,4.896,0.7154,62.327,1.0,7.447,7.428,1.006,0.0028,102.478
xsbench,gusto_gpudirect,,8,sync,04,8,False,0.002,8,0,0.9226,6.305,4.688,2.031,0.2896,75.0,1.0,7.481,7.459,1.006,0.003,102.946
xsbench,gusto_gpudirect,,8,sync,05,8,False,0.002,8,0,missing,missing,missing,missing,missing,,0.9828,9.749,7.77,1.662,0.1322,134.165
xsbench,gusto_gpudirect,,8,sync,06,8,False,0.001,8,0,missing,missing,missing,missing,missing,,0.9893,9.744,7.811,1.251,0.1038,134.099
xsbench,gusto_gpudirect,,8,sync,07,8,False,0.002,8,0,missing,missing,missing,missing,missing,,0.9818,7.88,7.856,1.316,0.1362,108.438
xsbench,tcp,,2,sync,00,2,False,0.0,2,0,0.9004,2.035,1.527,1.997,0.3327,24.858,1.0,1.891,1.89,1.0,0.0002,26.514
xsbench,tcp,,2,sync,01,2,False,0.0,2,0,1.0,4.206,4.206,1.0,0.0,51.386,1.0,3.736,3.736,1.0,0.0001,52.394
xsbench,tcp,,2,sync,02,2,False,0.0,2,0,0.9003,4.189,3.144,1.997,0.3327,51.177,1.0,3.72,3.719,1.0,0.0001,52.166
xsbench,tcp,,2,sync,10,2,False,0.0,2,0,1.0,1.006,1.004,1.004,0.0021,12.289,1.0,1.939,1.938,1.001,0.0007,27.194
xsbench,tcp,,2,sync,11,2,False,0.0,2,0,0.9011,2.021,1.518,1.991,0.3313,24.687,1.0,1.921,1.92,1.001,0.0005,26.934
xsbench,tcp,,2,sync,12,2,False,0.0,2,0,0.9009,2.035,1.528,1.993,0.3317,24.862,1.0,1.97,1.97,1.001,0.0004,27.632
xsbench,tcp,,2,sync,13,2,False,0.0,2,0,0.9009,2.033,1.526,1.992,0.3316,24.831,1.0,1.977,1.977,1.0,0.0002,27.724
xsbench,tcp,,4,sync,00,4,False,0.001,4,0,0.9869,4.029,3.023,1.333,0.1153,49.215,1.0,3.617,3.616,1.0,0.0002,50.722
xsbench,tcp,,4,sync,01,4,False,0.001,4,0,0.6805,8.394,7.346,3.991,0.6852,102.546,1.0,7.386,7.385,1.0,0.0001,103.575
xsbench,tcp,,4,sync,02,4,False,0.001,4,0,0.9801,8.409,7.36,1.333,0.1426,102.727,1.0,7.401,7.399,1.0,0.0002,103.786
xsbench,tcp,,4,sync,10,4,False,0.001,4,0,0.7277,4.061,3.046,3.994,0.6117,49.61,1.0,3.831,3.829,1.001,0.0003,53.728
xsbench,tcp,,4,sync,11,4,False,0.001,4,0,0.9869,4.06,3.046,1.333,0.1154,49.595,1.0,3.737,3.737,1.0,0.0002,52.413
xsbench,tcp,,4,sync,12,4,False,0.0,4,0,0.7166,4.024,3.019,3.98,0.6289,49.161,1.0,3.75,3.748,1.001,0.0005,52.594
xsbench,tcp,,4,sync,13,4,False,0.001,4,0,0.9309,4.027,2.521,1.995,0.2724,49.192,1.0,3.735,3.733,1.001,0.0005,52.384
xsbench,tcp,,8,sync,01,8,False,0.002,8,0,missing,missing,missing,missing,missing,,0.9804,7.507,6.571,1.33,0.1415,105.272
xsbench,ucx_host_rma,,2,sync,00,2,False,0.0,2,0,0.9003,2.049,1.537,1.998,0.3328,24.569,1.0,1.954,1.954,1.0,0.0001,27.336
xsbench,ucx_host_rma,,2,sync,01,2,False,0.001,2,0,0.9005,2.05,1.538,1.996,0.3325,24.58,1.0,1.933,1.933,1.0,0.0001,27.032
xsbench,ucx_host_rma,,2,sync,02,2,False,0.0,2,0,0.9013,2.065,1.551,1.99,0.331,24.762,1.0,1.958,1.957,1.002,0.0008,27.39
xsbench,ucx_host_rma,,2,sync,03,2,False,0.0,2,0,0.9004,2.075,1.557,1.996,0.3325,24.888,1.0,1.965,1.965,1.0,0.0001,27.486
xsbench,ucx_host_rma,,2,sync,04,2,False,0.0,2,0,0.9009,2.066,1.552,1.993,0.3317,24.781,1.0,1.945,1.945,1.0,0.0001,27.204
xsbench,ucx_host_rma,,4,sync,02,4,False,0.001,4,0,0.9006,2.092,1.558,2.039,0.3322,25.091,0.932,4.269,3.366,1.748,0.2701,59.707
xsbench,ucx_host_rma,,4,sync,03,4,False,0.001,4,0,0.9865,4.12,3.076,1.339,0.1171,49.402,1.0,3.753,3.744,1.003,0.0012,52.496
xsbench,ucx_host_rma,,4,sync,04,4,False,0.001,4,0,0.9867,4.115,3.08,1.336,0.1162,49.349,1.0,3.801,3.774,1.008,0.0032,53.166
xsbench,ucx_host_rma,,8,staggered,20,8,False,0.023,8,0,0.6756,6.296,3.665,5.964,0.693,75.499,1.0,7.444,7.421,1.007,0.0026,104.116
xsbench,ucx_host_rma,,8,sync,00,8,False,0.002,8,0,0.6933,5.154,3.631,4.995,0.6652,61.807,0.9979,7.434,6.43,1.163,0.046,103.976
xsbench,ucx_host_rma,,8,sync,01,8,False,0.001,8,0,0.6797,5.23,4.176,4.882,0.6865,62.721,0.9965,7.391,7.344,1.148,0.0594,103.367
xsbench,ucx_host_rma,,8,sync,02,8,False,0.002,8,0,0.8681,3.169,2.095,3.089,0.3897,38.001,0.9441,7.466,4.725,1.979,0.2434,104.419
xsbench,ucx_host_rma,,8,sync,03,8,False,0.002,8,0,0.6394,6.248,4.67,5.95,0.7511,74.928,1.0,7.367,7.33,1.009,0.0029,103.03
xsbench,ucx_host_rma,,8,sync,04,8,False,0.002,8,0,0.7458,4.173,2.596,4.07,0.5838,50.042,0.9796,7.448,5.59,1.601,0.1442,104.166
