tag,bytes,direction,mem,reg,iters,median_s,gbytes_per_s,min_s,max_s
mf_quadrant_pageable_r3,4096,h2d,pageable,cached,20,0.000026960,0.1519,0.000026369,0.000028082
mf_quadrant_pageable_r3,4096,d2h,pageable,cached,20,0.000028373,0.1444,0.000027902,0.000029344
mf_quadrant_pageable_r3,8192,h2d,pageable,cached,20,0.000029163,0.2809,0.000028592,0.000029945
mf_quadrant_pageable_r3,8192,d2h,pageable,cached,20,0.000029674,0.2761,0.000028952,0.000030555
mf_quadrant_pageable_r3,16384,h2d,pageable,cached,20,0.000031276,0.5239,0.000030245,0.000032288
mf_quadrant_pageable_r3,16384,d2h,pageable,cached,20,0.000031757,0.5159,0.000031216,0.000032889
mf_quadrant_pageable_r3,32768,h2d,pageable,cached,20,0.000032838,0.9979,0.000031858,0.000044597
mf_quadrant_pageable_r3,32768,d2h,pageable,cached,20,0.000035392,0.9259,0.000034662,0.000035753
mf_quadrant_pageable_r3,65536,h2d,pageable,cached,20,0.000038658,1.6953,0.000037977,0.000044897
mf_quadrant_pageable_r3,65536,d2h,pageable,cached,20,0.000043284,1.5141,0.000042123,0.000043965
mf_quadrant_pageable_r3,131072,h2d,pageable,cached,20,0.000048342,2.7113,0.000047741,0.000074921
mf_quadrant_pageable_r3,131072,d2h,pageable,cached,20,0.000058017,2.2592,0.000056634,0.000060831
mf_quadrant_pageable_r3,262144,h2d,pageable,cached,20,0.000071286,3.6774,0.000069844,0.000074090
mf_quadrant_pageable_r3,262144,d2h,pageable,cached,20,0.000089844,2.9178,0.000088422,0.000093238
mf_quadrant_pageable_r3,524288,h2d,pageable,cached,20,0.000113810,4.6067,0.000111196,0.000122001
mf_quadrant_pageable_r3,524288,d2h,pageable,cached,20,0.000146538,3.5778,0.000144295,0.000150564
mf_quadrant_pageable_r3,1048576,h2d,pageable,cached,20,0.000184604,5.6801,0.000181730,0.000214348
mf_quadrant_pageable_r3,1048576,d2h,pageable,cached,20,0.000332585,3.1528,0.000328859,0.000338192
mf_quadrant_pageable_r3,2097152,h2d,pageable,cached,20,0.000290202,7.2265,0.000286035,0.000330872
mf_quadrant_pageable_r3,2097152,d2h,pageable,cached,20,0.000626371,3.3481,0.000618279,0.000661274
mf_quadrant_pageable_r3,4194304,h2d,pageable,cached,20,0.000515456,8.1371,0.000510660,0.000598910
mf_quadrant_pageable_r3,4194304,d2h,pageable,cached,20,0.000521115,8.0487,0.000516849,0.000554314
