tag,bytes,direction,mem,reg,iters,median_s,gbytes_per_s,min_s,max_s
mf_oracle_pinned_r2,4096,h2d,pinned,cached,20,0.000027331,0.1499,0.000026740,0.000028703
mf_oracle_pinned_r2,4096,d2h,pinned,cached,20,0.000028161,0.1454,0.000027581,0.000029354
mf_oracle_pinned_r2,8192,h2d,pinned,cached,20,0.000029174,0.2808,0.000028512,0.000031166
mf_oracle_pinned_r2,8192,d2h,pinned,cached,20,0.000030115,0.2720,0.000029534,0.000034491
mf_oracle_pinned_r2,16384,h2d,pinned,cached,20,0.000029023,0.5645,0.000028763,0.000030135
mf_oracle_pinned_r2,16384,d2h,pinned,cached,20,0.000030756,0.5327,0.000030255,0.000033320
mf_oracle_pinned_r2,32768,h2d,pinned,cached,20,0.000030716,1.0668,0.000030475,0.000031377
mf_oracle_pinned_r2,32768,d2h,pinned,cached,20,0.000035122,0.9330,0.000034591,0.000039669
mf_oracle_pinned_r2,65536,h2d,pinned,cached,20,0.000033139,1.9776,0.000032639,0.000033960
mf_oracle_pinned_r2,65536,d2h,pinned,cached,20,0.000042513,1.5416,0.000041973,0.000044997
mf_oracle_pinned_r2,131072,h2d,pinned,cached,20,0.000038086,3.4415,0.000037586,0.000038648
mf_oracle_pinned_r2,131072,d2h,pinned,cached,20,0.000057205,2.2913,0.000055713,0.000062673
mf_oracle_pinned_r2,262144,h2d,pinned,cached,20,0.000054151,4.8410,0.000053139,0.000060961
mf_oracle_pinned_r2,262144,d2h,pinned,cached,20,0.000088662,2.9567,0.000087040,0.000108932
mf_oracle_pinned_r2,524288,h2d,pinned,cached,20,0.000053289,9.8386,0.000052538,0.000054361
mf_oracle_pinned_r2,524288,d2h,pinned,cached,20,0.000146868,3.5698,0.000144294,0.000177353
mf_oracle_pinned_r2,1048576,h2d,pinned,cached,20,0.000078156,13.4164,0.000076854,0.000078907
mf_oracle_pinned_r2,1048576,d2h,pinned,cached,20,0.000331734,3.1609,0.000329140,0.000344352
mf_oracle_pinned_r2,2097152,h2d,pinned,cached,20,0.000114089,18.3817,0.000113609,0.000141911
mf_oracle_pinned_r2,2097152,d2h,pinned,cached,20,0.000625600,3.3522,0.000619571,0.000651348
mf_oracle_pinned_r2,4194304,h2d,pinned,cached,20,0.000201049,20.8621,0.000200148,0.000202361
mf_oracle_pinned_r2,4194304,d2h,pinned,cached,20,0.000208280,20.1378,0.000207298,0.000208991
