tag,bytes,direction,mem,reg,iters,median_s,gbytes_per_s,min_s,max_s
mf_quadrant_pinned_r1,4096,h2d,pinned,cached,20,0.000027331,0.1499,0.000026679,0.000030275
mf_quadrant_pinned_r1,4096,d2h,pinned,cached,20,0.000028322,0.1446,0.000027631,0.000036364
mf_quadrant_pinned_r1,8192,h2d,pinned,cached,20,0.000029123,0.2813,0.000028222,0.000029844
mf_quadrant_pinned_r1,8192,d2h,pinned,cached,20,0.000029854,0.2744,0.000029223,0.000030806
mf_quadrant_pinned_r1,16384,h2d,pinned,cached,20,0.000029003,0.5649,0.000028503,0.000030034
mf_quadrant_pinned_r1,16384,d2h,pinned,cached,20,0.000031357,0.5225,0.000030986,0.000031797
mf_quadrant_pinned_r1,32768,h2d,pinned,cached,20,0.000030917,1.0599,0.000030455,0.000032178
mf_quadrant_pinned_r1,32768,d2h,pinned,cached,20,0.000035463,0.9240,0.000034762,0.000036515
mf_quadrant_pinned_r1,65536,h2d,pinned,cached,20,0.000033309,1.9675,0.000032408,0.000034110
mf_quadrant_pinned_r1,65536,d2h,pinned,cached,20,0.000042213,1.5525,0.000040861,0.000043354
mf_quadrant_pinned_r1,131072,h2d,pinned,cached,20,0.000038136,3.4370,0.000037536,0.000038927
mf_quadrant_pinned_r1,131072,d2h,pinned,cached,20,0.000057075,2.2965,0.000055944,0.000059519
mf_quadrant_pinned_r1,262144,h2d,pinned,cached,20,0.000053540,4.8962,0.000052568,0.000056534
mf_quadrant_pinned_r1,262144,d2h,pinned,cached,20,0.000088632,2.9577,0.000087050,0.000110183
mf_quadrant_pinned_r1,524288,h2d,pinned,cached,20,0.000053200,9.8550,0.000052698,0.000054271
mf_quadrant_pinned_r1,524288,d2h,pinned,cached,20,0.000145066,3.6141,0.000143664,0.000159608
mf_quadrant_pinned_r1,1048576,h2d,pinned,cached,20,0.000077415,13.5449,0.000076854,0.000079068
mf_quadrant_pinned_r1,1048576,d2h,pinned,cached,20,0.000332274,3.1558,0.000328197,0.000358603
mf_quadrant_pinned_r1,2097152,h2d,pinned,cached,20,0.000114189,18.3656,0.000113408,0.000115441
mf_quadrant_pinned_r1,2097152,d2h,pinned,cached,20,0.000626722,3.3462,0.000621775,0.000661183
mf_quadrant_pinned_r1,4194304,h2d,pinned,cached,20,0.000200658,20.9027,0.000200088,0.000225535
mf_quadrant_pinned_r1,4194304,d2h,pinned,cached,20,0.000207879,20.1767,0.000207038,0.000208971
