tag,bytes,direction,mem,reg,iters,median_s,gbytes_per_s,min_s,max_s
mf_scalar_pageable_r2,4096,h2d,pageable,cached,20,0.000027211,0.1505,0.000026640,0.000028202
mf_scalar_pageable_r2,4096,d2h,pageable,cached,20,0.000028091,0.1458,0.000027501,0.000057816
mf_scalar_pageable_r2,8192,h2d,pageable,cached,20,0.000031337,0.2614,0.000030796,0.000037967
mf_scalar_pageable_r2,8192,d2h,pageable,cached,20,0.000030366,0.2698,0.000029894,0.000031587
mf_scalar_pageable_r2,16384,h2d,pageable,cached,20,0.000198946,0.0824,0.000067050,0.088660069
mf_scalar_pageable_r2,16384,d2h,pageable,cached,20,0.000031277,0.5238,0.000030345,0.000034061
mf_scalar_pageable_r2,32768,h2d,pageable,cached,20,0.000226236,0.1448,0.000068501,0.000438472
mf_scalar_pageable_r2,32768,d2h,pageable,cached,20,0.000035303,0.9282,0.000034522,0.000037956
mf_scalar_pageable_r2,65536,h2d,pageable,cached,20,0.000075933,0.8631,0.000074311,0.000085106
mf_scalar_pageable_r2,65536,d2h,pageable,cached,20,0.000042443,1.5441,0.000041091,0.000049704
mf_scalar_pageable_r2,131072,h2d,pageable,cached,20,0.000087410,1.4995,0.000085106,0.000150344
mf_scalar_pageable_r2,131072,d2h,pageable,cached,20,0.000057605,2.2754,0.000056224,0.000058577
mf_scalar_pageable_r2,262144,h2d,pageable,cached,20,0.000116153,2.2569,0.000113839,0.000771757
mf_scalar_pageable_r2,262144,d2h,pageable,cached,20,0.000090134,2.9084,0.000087571,0.000092488
mf_scalar_pageable_r2,524288,h2d,pageable,cached,20,0.000126127,4.1568,0.000124555,0.000130234
mf_scalar_pageable_r2,524288,d2h,pageable,cached,20,0.000145897,3.5935,0.000144605,0.000165627
mf_scalar_pageable_r2,1048576,h2d,pageable,cached,20,0.000184245,5.6912,0.000181460,0.000214789
mf_scalar_pageable_r2,1048576,d2h,pageable,cached,20,0.000330041,3.1771,0.000326775,0.000337522
mf_scalar_pageable_r2,2097152,h2d,pageable,cached,20,0.000290742,7.2131,0.000287488,0.000301088
mf_scalar_pageable_r2,2097152,d2h,pageable,cached,20,0.000620002,3.3825,0.000615806,0.000630708
mf_scalar_pageable_r2,4194304,h2d,pageable,cached,20,0.000524499,7.9968,0.000513033,0.086738944
mf_scalar_pageable_r2,4194304,d2h,pageable,cached,20,0.000522417,8.0287,0.000518241,0.000595575
