tag,bytes,direction,mem,reg,iters,median_s,gbytes_per_s,min_s,max_s
mf_oracle_pinned_r3,4096,h2d,pinned,cached,20,0.000027121,0.1510,0.000026499,0.000108671
mf_oracle_pinned_r3,4096,d2h,pinned,cached,20,0.000027832,0.1472,0.000027091,0.000028472
mf_oracle_pinned_r3,8192,h2d,pinned,cached,20,0.000029333,0.2793,0.000028873,0.000030856
mf_oracle_pinned_r3,8192,d2h,pinned,cached,20,0.000029915,0.2738,0.000029534,0.000030996
mf_oracle_pinned_r3,16384,h2d,pinned,cached,20,0.000029303,0.5591,0.000028693,0.000029855
mf_oracle_pinned_r3,16384,d2h,pinned,cached,20,0.000031317,0.5232,0.000031036,0.000031777
mf_oracle_pinned_r3,32768,h2d,pinned,cached,20,0.000031086,1.0541,0.000030065,0.000036534
mf_oracle_pinned_r3,32768,d2h,pinned,cached,20,0.000035253,0.9295,0.000034712,0.000036514
mf_oracle_pinned_r3,65536,h2d,pinned,cached,20,0.000033260,1.9704,0.000032778,0.000034101
mf_oracle_pinned_r3,65536,d2h,pinned,cached,20,0.000042363,1.5470,0.000041812,0.000043244
mf_oracle_pinned_r3,131072,h2d,pinned,cached,20,0.000038116,3.4388,0.000037435,0.000038828
mf_oracle_pinned_r3,131072,d2h,pinned,cached,20,0.000057355,2.2853,0.000056344,0.000059128
mf_oracle_pinned_r3,262144,h2d,pinned,cached,20,0.000054090,4.8464,0.000053219,0.000054842
mf_oracle_pinned_r3,262144,d2h,pinned,cached,20,0.000088482,2.9627,0.000086398,0.000093098
mf_oracle_pinned_r3,524288,h2d,pinned,cached,20,0.000053719,9.7598,0.000053259,0.000062533
mf_oracle_pinned_r3,524288,d2h,pinned,cached,20,0.000146027,3.5903,0.000143353,0.000169682
mf_oracle_pinned_r3,1048576,h2d,pinned,cached,20,0.000078447,13.3667,0.000078146,0.000079869
mf_oracle_pinned_r3,1048576,d2h,pinned,cached,20,0.000331904,3.1593,0.000328919,0.000337862
mf_oracle_pinned_r3,2097152,h2d,pinned,cached,20,0.000114641,18.2932,0.000114120,0.000115381
mf_oracle_pinned_r3,2097152,d2h,pinned,cached,20,0.000625350,3.3536,0.000618439,0.000647663
mf_oracle_pinned_r3,4194304,h2d,pinned,cached,20,0.000201300,20.8361,0.000200248,0.000214419
mf_oracle_pinned_r3,4194304,d2h,pinned,cached,20,0.000207999,20.1650,0.000207007,0.000208991
