tag,bytes,direction,mem,reg,iters,median_s,gbytes_per_s,min_s,max_s
mf_scalar_pinned_r1,4096,h2d,pinned,cached,20,0.000027120,0.1510,0.000026419,0.000032559
mf_scalar_pinned_r1,4096,d2h,pinned,cached,20,0.000028192,0.1453,0.000027591,0.000031246
mf_scalar_pinned_r1,8192,h2d,pinned,cached,20,0.000030806,0.2659,0.000030355,0.000041391
mf_scalar_pinned_r1,8192,d2h,pinned,cached,20,0.000029765,0.2752,0.000029043,0.000030455
mf_scalar_pinned_r1,16384,h2d,pinned,cached,20,0.000028993,0.5651,0.000028552,0.000029684
mf_scalar_pinned_r1,16384,d2h,pinned,cached,20,0.000031176,0.5255,0.000030796,0.000032168
mf_scalar_pinned_r1,32768,h2d,pinned,cached,20,0.000030656,1.0689,0.000030024,0.000034381
mf_scalar_pinned_r1,32768,d2h,pinned,cached,20,0.000034952,0.9375,0.000034732,0.000035573
mf_scalar_pinned_r1,65536,h2d,pinned,cached,20,0.000032728,2.0024,0.000032358,0.000033499
mf_scalar_pinned_r1,65536,d2h,pinned,cached,20,0.000041892,1.5644,0.000041001,0.000044827
mf_scalar_pinned_r1,131072,h2d,pinned,cached,20,0.000037786,3.4688,0.000037236,0.000039278
mf_scalar_pinned_r1,131072,d2h,pinned,cached,20,0.000056924,2.3026,0.000055743,0.000070755
mf_scalar_pinned_r1,262144,h2d,pinned,cached,20,0.000054140,4.8420,0.000052939,0.000055502
mf_scalar_pinned_r1,262144,d2h,pinned,cached,20,0.000089673,2.9233,0.000088742,0.000105306
mf_scalar_pinned_r1,524288,h2d,pinned,cached,20,0.000053630,9.7760,0.000052828,0.000054190
mf_scalar_pinned_r1,524288,d2h,pinned,cached,20,0.000172066,3.0470,0.000148761,0.000201490
mf_scalar_pinned_r1,1048576,h2d,pinned,cached,20,0.000077215,13.5800,0.000076333,0.000083574
mf_scalar_pinned_r1,1048576,d2h,pinned,cached,20,0.000330442,3.1733,0.000325574,0.000340196
mf_scalar_pinned_r1,2097152,h2d,pinned,cached,20,0.000114350,18.3398,0.000113479,0.000118686
mf_scalar_pinned_r1,2097152,d2h,pinned,cached,20,0.000623387,3.3641,0.000617779,0.000657187
mf_scalar_pinned_r1,4194304,h2d,pinned,cached,20,0.000200588,20.9100,0.000199197,0.000201569
mf_scalar_pinned_r1,4194304,d2h,pinned,cached,20,0.000208410,20.1253,0.000207128,0.000210203
