tag,bytes,direction,mem,reg,iters,median_s,gbytes_per_s,min_s,max_s
mf_am_pinned_r2,4096,h2d,pinned,cached,20,0.000027200,0.1506,0.000026289,0.000028182
mf_am_pinned_r2,4096,d2h,pinned,cached,20,0.000028292,0.1448,0.000027612,0.000028673
mf_am_pinned_r2,8192,h2d,pinned,cached,20,0.000030586,0.2678,0.000029915,0.000031627
mf_am_pinned_r2,8192,d2h,pinned,cached,20,0.000031977,0.2562,0.000030805,0.000038888
mf_am_pinned_r2,16384,h2d,pinned,cached,20,0.000032068,0.5109,0.000031306,0.000035373
mf_am_pinned_r2,16384,d2h,pinned,cached,20,0.000032538,0.5035,0.000031506,0.000040009
mf_am_pinned_r2,32768,h2d,pinned,cached,20,0.000033600,0.9752,0.000032959,0.000036163
mf_am_pinned_r2,32768,d2h,pinned,cached,20,0.000035303,0.9282,0.000034862,0.000035993
mf_am_pinned_r2,65536,h2d,pinned,cached,20,0.000038758,1.6909,0.000037806,0.000041301
mf_am_pinned_r2,65536,d2h,pinned,cached,20,0.000042694,1.5350,0.000041933,0.000043345
mf_am_pinned_r2,131072,h2d,pinned,cached,20,0.000048732,2.6896,0.000047771,0.000049945
mf_am_pinned_r2,131072,d2h,pinned,cached,20,0.000057386,2.2840,0.000056344,0.000065868
mf_am_pinned_r2,262144,h2d,pinned,cached,20,0.000070805,3.7023,0.000069443,0.000073580
mf_am_pinned_r2,262144,d2h,pinned,cached,20,0.000089003,2.9453,0.000088151,0.000090124
mf_am_pinned_r2,524288,h2d,pinned,cached,20,0.000116623,4.4956,0.000114521,0.000119588
mf_am_pinned_r2,524288,d2h,pinned,cached,20,0.000145115,3.6129,0.000142582,0.000161991
mf_am_pinned_r2,1048576,h2d,pinned,cached,20,0.000202701,5.1730,0.000201149,0.000239596
mf_am_pinned_r2,1048576,d2h,pinned,cached,20,0.000332565,3.1530,0.000329490,0.000349008
mf_am_pinned_r2,2097152,h2d,pinned,cached,20,0.000364983,5.7459,0.000359955,0.000396600
mf_am_pinned_r2,2097152,d2h,pinned,cached,20,0.000626241,3.3488,0.000619782,0.000659160
mf_am_pinned_r2,4194304,h2d,pinned,cached,20,0.000545771,7.6851,0.000539393,0.000577749
mf_am_pinned_r2,4194304,d2h,pinned,cached,20,0.000208159,20.1495,0.000207047,0.000208760
