tag,bytes,direction,mem,reg,iters,median_s,gbytes_per_s,min_s,max_s
mf_scalar_pageable_r3,4096,h2d,pageable,cached,20,0.000026710,0.1534,0.000026119,0.000027651
mf_scalar_pageable_r3,4096,d2h,pageable,cached,20,0.000027652,0.1481,0.000026890,0.000028101
mf_scalar_pageable_r3,8192,h2d,pageable,cached,20,0.000030816,0.2658,0.000030325,0.000031797
mf_scalar_pageable_r3,8192,d2h,pageable,cached,20,0.000030285,0.2705,0.000029904,0.000031637
mf_scalar_pageable_r3,16384,h2d,pageable,cached,20,0.000076995,0.2128,0.000075021,0.000089644
mf_scalar_pageable_r3,16384,d2h,pageable,cached,20,0.000031687,0.5171,0.000031056,0.000032979
mf_scalar_pageable_r3,32768,h2d,pageable,cached,20,0.000078867,0.4155,0.000076404,0.000082723
mf_scalar_pageable_r3,32768,d2h,pageable,cached,20,0.000035373,0.9264,0.000034762,0.000038087
mf_scalar_pageable_r3,65536,h2d,pageable,cached,20,0.000083294,0.7868,0.000081412,0.000095713
mf_scalar_pageable_r3,65536,d2h,pageable,cached,20,0.000042703,1.5347,0.000041962,0.000045367
mf_scalar_pageable_r3,131072,h2d,pageable,cached,20,0.000097374,1.3461,0.000094751,0.000100289
mf_scalar_pageable_r3,131072,d2h,pageable,cached,20,0.000057406,2.2832,0.000056574,0.000075893
mf_scalar_pageable_r3,262144,h2d,pageable,cached,20,0.000124405,2.1072,0.000121540,0.000128300
mf_scalar_pageable_r3,262144,d2h,pageable,cached,20,0.000089713,2.9220,0.000088162,0.000105697
mf_scalar_pageable_r3,524288,h2d,pageable,cached,20,0.000134810,3.8891,0.000132887,0.000150424
mf_scalar_pageable_r3,524288,d2h,pageable,cached,20,0.000146608,3.5761,0.000143373,0.000165216
mf_scalar_pageable_r3,1048576,h2d,pageable,cached,20,0.000196221,5.3439,0.000193938,0.000228470
mf_scalar_pageable_r3,1048576,d2h,pageable,cached,20,0.000332544,3.1532,0.000328849,0.000349970
mf_scalar_pageable_r3,2097152,h2d,pageable,cached,20,0.000308208,6.8043,0.000304633,0.087733211
mf_scalar_pageable_r3,2097152,d2h,pageable,cached,20,0.000625750,3.3514,0.000619260,0.000661363
mf_scalar_pageable_r3,4194304,h2d,pageable,cached,20,0.000538801,7.7845,0.000530468,0.087417633
mf_scalar_pageable_r3,4194304,d2h,pageable,cached,20,0.000543257,7.7207,0.000535857,0.000612941
