tag,bytes,direction,mem,reg,iters,median_s,gbytes_per_s,min_s,max_s
mf_am_pageable_r3,4096,h2d,pageable,cached,20,0.000027291,0.1501,0.000026449,0.000029143
mf_am_pageable_r3,4096,d2h,pageable,cached,20,0.000028372,0.1444,0.000027801,0.000028893
mf_am_pageable_r3,8192,h2d,pageable,cached,20,0.000029203,0.2805,0.000028713,0.000031047
mf_am_pageable_r3,8192,d2h,pageable,cached,20,0.000030326,0.2701,0.000029704,0.000034171
mf_am_pageable_r3,16384,h2d,pageable,cached,20,0.000031097,0.5269,0.000030525,0.000031717
mf_am_pageable_r3,16384,d2h,pageable,cached,20,0.000031988,0.5122,0.000031337,0.000038748
mf_am_pageable_r3,32768,h2d,pageable,cached,20,0.000032989,0.9933,0.000031546,0.000033961
mf_am_pageable_r3,32768,d2h,pageable,cached,20,0.000035253,0.9295,0.000034661,0.000042363
mf_am_pageable_r3,65536,h2d,pageable,cached,20,0.000037867,1.7307,0.000037235,0.000039188
mf_am_pageable_r3,65536,d2h,pageable,cached,20,0.000042773,1.5322,0.000041261,0.000048493
mf_am_pageable_r3,131072,h2d,pageable,cached,20,0.000048142,2.7226,0.000046960,0.000050024
mf_am_pageable_r3,131072,d2h,pageable,cached,20,0.000057155,2.2933,0.000056253,0.000059869
mf_am_pageable_r3,262144,h2d,pageable,cached,20,0.000070705,3.7076,0.000068992,0.000080299
mf_am_pageable_r3,262144,d2h,pageable,cached,20,0.000089032,2.9444,0.000087210,0.000103223
mf_am_pageable_r3,524288,h2d,pageable,cached,20,0.000117665,4.4558,0.000114561,0.000125697
mf_am_pageable_r3,524288,d2h,pageable,cached,20,0.000145386,3.6062,0.000143284,0.000159207
mf_am_pageable_r3,1048576,h2d,pageable,cached,20,0.000200768,5.2228,0.000199196,0.000204915
mf_am_pageable_r3,1048576,d2h,pageable,cached,20,0.000331793,3.1603,0.000329290,0.000341788
mf_am_pageable_r3,2097152,h2d,pageable,cached,20,0.000363691,5.7663,0.000361348,0.000383750
mf_am_pageable_r3,2097152,d2h,pageable,cached,20,0.000625089,3.3550,0.000620722,0.000649576
mf_am_pageable_r3,4194304,h2d,pageable,cached,20,0.000545972,7.6823,0.000539322,0.000620963
mf_am_pageable_r3,4194304,d2h,pageable,cached,20,0.000543859,7.7121,0.000534665,0.000617208
