tag,bytes,direction,mem,reg,iters,median_s,gbytes_per_s,min_s,max_s
mf_am_pinned_r1,4096,h2d,pinned,cached,20,0.000026830,0.1527,0.000026139,0.000028352
mf_am_pinned_r1,4096,d2h,pinned,cached,20,0.000027892,0.1469,0.000027481,0.000030365
mf_am_pinned_r1,8192,h2d,pinned,cached,20,0.000029544,0.2773,0.000028773,0.000030366
mf_am_pinned_r1,8192,d2h,pinned,cached,20,0.000030265,0.2707,0.000029494,0.000031066
mf_am_pinned_r1,16384,h2d,pinned,cached,20,0.000031076,0.5272,0.000030436,0.000032027
mf_am_pinned_r1,16384,d2h,pinned,cached,20,0.000031738,0.5162,0.000031156,0.000034251
mf_am_pinned_r1,32768,h2d,pinned,cached,20,0.000033269,0.9849,0.000032338,0.000035913
mf_am_pinned_r1,32768,d2h,pinned,cached,20,0.000035052,0.9348,0.000034611,0.000035763
mf_am_pinned_r1,65536,h2d,pinned,cached,20,0.000037986,1.7253,0.000037155,0.000046048
mf_am_pinned_r1,65536,d2h,pinned,cached,20,0.000042764,1.5325,0.000042203,0.000043484
mf_am_pinned_r1,131072,h2d,pinned,cached,20,0.000048732,2.6896,0.000047160,0.000054451
mf_am_pinned_r1,131072,d2h,pinned,cached,20,0.000056945,2.3017,0.000055833,0.000059508
mf_am_pinned_r1,262144,h2d,pinned,cached,20,0.000071426,3.6701,0.000070094,0.000075362
mf_am_pinned_r1,262144,d2h,pinned,cached,20,0.000088963,2.9467,0.000085998,0.000091426
mf_am_pinned_r1,524288,h2d,pinned,cached,20,0.000110985,4.7240,0.000108552,0.000129822
mf_am_pinned_r1,524288,d2h,pinned,cached,20,0.000146608,3.5761,0.000144906,0.000160188
mf_am_pinned_r1,1048576,h2d,pinned,cached,20,0.000202852,5.1692,0.000201410,0.000222971
mf_am_pinned_r1,1048576,d2h,pinned,cached,20,0.000335478,3.1256,0.000332454,0.000352725
mf_am_pinned_r1,2097152,h2d,pinned,cached,20,0.000366184,5.7270,0.000361006,0.000605290
mf_am_pinned_r1,2097152,d2h,pinned,cached,20,0.000632720,3.3145,0.000626231,0.000651558
mf_am_pinned_r1,4194304,h2d,pinned,cached,20,0.000545070,7.6950,0.000540744,0.000581895
mf_am_pinned_r1,4194304,d2h,pinned,cached,20,0.000208089,20.1563,0.000207489,0.000209231
