tag,bytes,direction,mem,reg,iters,median_s,gbytes_per_s,min_s,max_s
flush_pinned_r1,4096,h2d,pinned,cached,20,0.000027701,0.1479,0.000027411,0.000029113
flush_pinned_r1,4096,d2h,pinned,cached,20,0.000026740,0.1532,0.000026289,0.000028012
flush_pinned_r1,8192,h2d,pinned,cached,20,0.000029264,0.2799,0.000028783,0.000029925
flush_pinned_r1,8192,d2h,pinned,cached,20,0.000028793,0.2845,0.000028102,0.000029654
flush_pinned_r1,16384,h2d,pinned,cached,20,0.000028252,0.5799,0.000027491,0.000028933
flush_pinned_r1,16384,d2h,pinned,cached,20,0.000030095,0.5444,0.000029344,0.000031396
flush_pinned_r1,32768,h2d,pinned,cached,20,0.000029815,1.0990,0.000029104,0.000030535
flush_pinned_r1,32768,d2h,pinned,cached,20,0.000033740,0.9712,0.000033039,0.000036054
flush_pinned_r1,65536,h2d,pinned,cached,20,0.000032459,2.0190,0.000031788,0.000033379
flush_pinned_r1,65536,d2h,pinned,cached,20,0.000041102,1.5945,0.000040451,0.000058307
flush_pinned_r1,131072,h2d,pinned,cached,20,0.000037335,3.5107,0.000036674,0.000043254
flush_pinned_r1,131072,d2h,pinned,cached,20,0.000055292,2.3705,0.000054341,0.000062484
flush_pinned_r1,262144,h2d,pinned,cached,20,0.000052237,5.0184,0.000051287,0.000053560
flush_pinned_r1,262144,d2h,pinned,cached,20,0.000087640,2.9911,0.000085216,0.000093308
flush_pinned_r1,524288,h2d,pinned,cached,20,0.000053149,9.8645,0.000052227,0.000054441
flush_pinned_r1,524288,d2h,pinned,cached,20,0.000142101,3.6895,0.000139828,0.000159547
flush_pinned_r1,1048576,h2d,pinned,cached,20,0.000076223,13.7567,0.000075041,0.000078717
flush_pinned_r1,1048576,d2h,pinned,cached,20,0.000331133,3.1666,0.000327427,0.000336911
flush_pinned_r1,2097152,h2d,pinned,cached,20,0.000113128,18.5379,0.000112377,0.000114580
flush_pinned_r1,2097152,d2h,pinned,cached,20,0.000623477,3.3636,0.000616477,0.000631249
flush_pinned_r1,4194304,h2d,pinned,cached,20,0.000199587,21.0149,0.000198846,0.000201430
flush_pinned_r1,4194304,d2h,pinned,cached,20,0.000206768,20.2851,0.000205896,0.000207629
