tag,bytes,direction,mem,reg,iters,median_s,gbytes_per_s,min_s,max_s
am_pageable_r2,4096,h2d,pageable,cached,20,0.000026019,0.1574,0.000025227,0.000027441
am_pageable_r2,4096,d2h,pageable,cached,20,0.000026710,0.1534,0.000026219,0.000032138
am_pageable_r2,8192,h2d,pageable,cached,20,0.000027301,0.3001,0.000026719,0.000029664
am_pageable_r2,8192,d2h,pageable,cached,20,0.000028582,0.2866,0.000028051,0.000029314
am_pageable_r2,16384,h2d,pageable,cached,20,0.000029274,0.5597,0.000028673,0.000030375
am_pageable_r2,16384,d2h,pageable,cached,20,0.000030225,0.5421,0.000029704,0.000030675
am_pageable_r2,32768,h2d,pageable,cached,20,0.000031887,1.0276,0.000031337,0.000033901
am_pageable_r2,32768,d2h,pageable,cached,20,0.000033730,0.9715,0.000033160,0.000034391
am_pageable_r2,65536,h2d,pageable,cached,20,0.000036795,1.7811,0.000035954,0.000074831
am_pageable_r2,65536,d2h,pageable,cached,20,0.000041251,1.5887,0.000040129,0.000042524
am_pageable_r2,131072,h2d,pageable,cached,20,0.000047671,2.7495,0.000046820,0.000051267
am_pageable_r2,131072,d2h,pageable,cached,20,0.000055903,2.3446,0.000054891,0.000065317
am_pageable_r2,262144,h2d,pageable,cached,20,0.000069373,3.7788,0.000067881,0.000070726
am_pageable_r2,262144,d2h,pageable,cached,20,0.000086108,3.0444,0.000084926,0.000088291
am_pageable_r2,524288,h2d,pageable,cached,20,0.000113980,4.5998,0.000109213,0.000116714
am_pageable_r2,524288,d2h,pageable,cached,20,0.000142091,3.6898,0.000140079,0.000166918
am_pageable_r2,1048576,h2d,pageable,cached,20,0.000197804,5.3011,0.000195731,0.000215010
am_pageable_r2,1048576,d2h,pageable,cached,20,0.000325184,3.2246,0.000322089,0.000328538
am_pageable_r2,2097152,h2d,pageable,cached,20,0.000359995,5.8255,0.000357842,0.000367186
am_pageable_r2,2097152,d2h,pageable,cached,20,0.000615545,3.4070,0.000610197,0.000657208
am_pageable_r2,4194304,h2d,pageable,cached,20,0.000540373,7.7619,0.000534555,0.000575966
am_pageable_r2,4194304,d2h,pageable,cached,20,0.000531470,7.8919,0.000525772,0.000618149
