tag,bytes,direction,mem,reg,iters,median_s,gbytes_per_s,min_s,max_s
fence_pinned_r3,4096,h2d,pinned,cached,20,0.000030686,0.1335,0.000029784,0.000031807
fence_pinned_r3,4096,d2h,pinned,cached,20,0.000026559,0.1542,0.000026199,0.000027491
fence_pinned_r3,8192,h2d,pinned,cached,20,0.000031417,0.2608,0.000030796,0.000060981
fence_pinned_r3,8192,d2h,pinned,cached,20,0.000028793,0.2845,0.000028142,0.000029804
fence_pinned_r3,16384,h2d,pinned,cached,20,0.000030445,0.5382,0.000029434,0.000031027
fence_pinned_r3,16384,d2h,pinned,cached,20,0.000030145,0.5435,0.000029755,0.000030946
fence_pinned_r3,32768,h2d,pinned,cached,20,0.000031997,1.0241,0.000031227,0.000032318
fence_pinned_r3,32768,d2h,pinned,cached,20,0.000033561,0.9764,0.000032819,0.000034030
fence_pinned_r3,65536,h2d,pinned,cached,20,0.000034471,1.9012,0.000034141,0.000035082
fence_pinned_r3,65536,d2h,pinned,cached,20,0.000040941,1.6007,0.000040420,0.000047691
fence_pinned_r3,131072,h2d,pinned,cached,20,0.000039178,3.3456,0.000038597,0.000039770
fence_pinned_r3,131072,d2h,pinned,cached,20,0.000055432,2.3646,0.000054171,0.000064376
fence_pinned_r3,262144,h2d,pinned,cached,20,0.000052949,4.9509,0.000051957,0.000053710
fence_pinned_r3,262144,d2h,pinned,cached,20,0.000086789,3.0205,0.000085677,0.000091196
fence_pinned_r3,524288,h2d,pinned,cached,20,0.000052839,9.9224,0.000051777,0.000053680
fence_pinned_r3,524288,d2h,pinned,cached,20,0.000144254,3.6345,0.000140078,0.000163543
fence_pinned_r3,1048576,h2d,pinned,cached,20,0.000077535,13.5239,0.000076654,0.000079388
fence_pinned_r3,1048576,d2h,pinned,cached,20,0.000330963,3.1683,0.000326575,0.000334828
fence_pinned_r3,2097152,h2d,pinned,cached,20,0.000113549,18.4691,0.000112788,0.000149282
fence_pinned_r3,2097152,d2h,pinned,cached,20,0.000628584,3.3363,0.000621545,0.000699180
fence_pinned_r3,4194304,h2d,pinned,cached,20,0.000199677,21.0054,0.000198906,0.000200118
fence_pinned_r3,4194304,d2h,pinned,cached,20,0.000206737,20.2881,0.000205836,0.000222260
