tag,bytes,direction,mem,reg,iters,median_s,gbytes_per_s,min_s,max_s
assume_pageable_r3,4096,h2d,pageable,cached,20,0.000027351,0.1498,0.000026820,0.000029184
assume_pageable_r3,4096,d2h,pageable,cached,20,0.000027281,0.1501,0.000026419,0.000027992
assume_pageable_r3,8192,h2d,pageable,cached,20,0.000028673,0.2857,0.000028031,0.000029944
assume_pageable_r3,8192,d2h,pageable,cached,20,0.000028432,0.2881,0.000027551,0.000030635
assume_pageable_r3,16384,h2d,pageable,cached,20,0.000074351,0.2204,0.000071627,0.088646586
assume_pageable_r3,16384,d2h,pageable,cached,20,0.000030365,0.5396,0.000030014,0.000031217
assume_pageable_r3,32768,h2d,pageable,cached,20,0.000076344,0.4292,0.000073269,0.000086579
assume_pageable_r3,32768,d2h,pageable,cached,20,0.000034091,0.9612,0.000033470,0.000052288
assume_pageable_r3,65536,h2d,pageable,cached,20,0.000085798,0.7638,0.000077486,0.000100629
assume_pageable_r3,65536,d2h,pageable,cached,20,0.000041882,1.5648,0.000040840,0.000051547
assume_pageable_r3,131072,h2d,pageable,cached,20,0.000091656,1.4300,0.000088822,0.000272906
assume_pageable_r3,131072,d2h,pageable,cached,20,0.000055733,2.3518,0.000054511,0.000056564
assume_pageable_r3,262144,h2d,pageable,cached,20,0.000111686,2.3472,0.000109462,0.000139427
assume_pageable_r3,262144,d2h,pageable,cached,20,0.000087110,3.0093,0.000085837,0.000109203
assume_pageable_r3,524288,h2d,pageable,cached,20,0.000133900,3.9155,0.000132467,0.000136453
assume_pageable_r3,524288,d2h,pageable,cached,20,0.000144795,3.6209,0.000142181,0.000177654
assume_pageable_r3,1048576,h2d,pageable,cached,20,0.000192616,5.4439,0.000189101,0.000216302
assume_pageable_r3,1048576,d2h,pageable,cached,20,0.000330441,3.1733,0.000326105,0.000367226
assume_pageable_r3,2097152,h2d,pageable,cached,20,0.000297973,7.0381,0.000294849,0.000304132
assume_pageable_r3,2097152,d2h,pageable,cached,20,0.000626251,3.3487,0.000620512,0.000665570
assume_pageable_r3,4194304,h2d,pageable,cached,20,0.000530709,7.9032,0.000522397,0.000604068
assume_pageable_r3,4194304,d2h,pageable,cached,20,0.000523939,8.0053,0.000520574,0.000553753
