tag,bytes,direction,mem,reg,iters,median_s,gbytes_per_s,min_s,max_s
fence_pinned_r1,4096,h2d,pinned,cached,20,0.000030245,0.1354,0.000028682,0.000031096
fence_pinned_r1,4096,d2h,pinned,cached,20,0.000026630,0.1538,0.000025999,0.000027601
fence_pinned_r1,8192,h2d,pinned,cached,20,0.000031267,0.2620,0.000030706,0.000037947
fence_pinned_r1,8192,d2h,pinned,cached,20,0.000028612,0.2863,0.000028262,0.000029163
fence_pinned_r1,16384,h2d,pinned,cached,20,0.000030225,0.5421,0.000029754,0.000030776
fence_pinned_r1,16384,d2h,pinned,cached,20,0.000030225,0.5421,0.000029484,0.000034992
fence_pinned_r1,32768,h2d,pinned,cached,20,0.000031698,1.0338,0.000030865,0.000032518
fence_pinned_r1,32768,d2h,pinned,cached,20,0.000033409,0.9808,0.000032849,0.000034091
fence_pinned_r1,65536,h2d,pinned,cached,20,0.000034211,1.9156,0.000033821,0.000036094
fence_pinned_r1,65536,d2h,pinned,cached,20,0.000041201,1.5906,0.000040270,0.000044096
fence_pinned_r1,131072,h2d,pinned,cached,20,0.000038808,3.3774,0.000038517,0.000039719
fence_pinned_r1,131072,d2h,pinned,cached,20,0.000055692,2.3535,0.000055052,0.000056324
fence_pinned_r1,262144,h2d,pinned,cached,20,0.000049714,5.2730,0.000048733,0.000050495
fence_pinned_r1,262144,d2h,pinned,cached,20,0.000084957,3.0856,0.000083594,0.000087309
fence_pinned_r1,524288,h2d,pinned,cached,20,0.000053359,9.8257,0.000052598,0.000054771
fence_pinned_r1,524288,d2h,pinned,cached,20,0.000142722,3.6735,0.000140058,0.000163994
fence_pinned_r1,1048576,h2d,pinned,cached,20,0.000077315,13.5624,0.000076454,0.000085618
fence_pinned_r1,1048576,d2h,pinned,cached,20,0.000330061,3.1769,0.000325354,0.000354247
fence_pinned_r1,2097152,h2d,pinned,cached,20,0.000112878,18.5789,0.000112337,0.000113599
fence_pinned_r1,2097152,d2h,pinned,cached,20,0.000623437,3.3639,0.000619081,0.000646281
fence_pinned_r1,4194304,h2d,pinned,cached,20,0.000199758,20.9969,0.000199016,0.000200749
fence_pinned_r1,4194304,d2h,pinned,cached,20,0.000206978,20.2645,0.000205676,0.000208140
