tag,bytes,direction,mem,reg,iters,median_s,gbytes_per_s,min_s,max_s
fence_pageable_r2,4096,h2d,pageable,cached,20,0.000030295,0.1352,0.000029123,0.000045107
fence_pageable_r2,4096,d2h,pageable,cached,20,0.000026870,0.1524,0.000026229,0.000027391
fence_pageable_r2,8192,h2d,pageable,cached,20,0.000031437,0.2606,0.000030976,0.000032128
fence_pageable_r2,8192,d2h,pageable,cached,20,0.000028753,0.2849,0.000028022,0.000034561
fence_pageable_r2,16384,h2d,pageable,cached,20,0.000078226,0.2094,0.000075332,0.086119698
fence_pageable_r2,16384,d2h,pageable,cached,20,0.000030365,0.5396,0.000029554,0.000031918
fence_pageable_r2,32768,h2d,pageable,cached,20,0.000078827,0.4157,0.000077154,0.000088392
fence_pageable_r2,32768,d2h,pageable,cached,20,0.000033970,0.9646,0.000033259,0.000034781
fence_pageable_r2,65536,h2d,pageable,cached,20,0.000084015,0.7801,0.000081651,0.000092588
fence_pageable_r2,65536,d2h,pageable,cached,20,0.000041202,1.5906,0.000040150,0.000041982
fence_pageable_r2,131072,h2d,pageable,cached,20,0.000097154,1.3491,0.000094721,0.000119477
fence_pageable_r2,131072,d2h,pageable,cached,20,0.000056244,2.3304,0.000054611,0.000059518
fence_pageable_r2,262144,h2d,pageable,cached,20,0.000124766,2.1011,0.000122582,0.000126699
fence_pageable_r2,262144,d2h,pageable,cached,20,0.000085127,3.0794,0.000083715,0.000087410
fence_pageable_r2,524288,h2d,pageable,cached,20,0.000135752,3.8621,0.000132196,0.000163143
fence_pageable_r2,524288,d2h,pageable,cached,20,0.000143002,3.6663,0.000141611,0.000150464
fence_pageable_r2,1048576,h2d,pageable,cached,20,0.000196462,5.3373,0.000193628,0.000199076
fence_pageable_r2,1048576,d2h,pageable,cached,20,0.000327427,3.2025,0.000324523,0.000374978
fence_pageable_r2,2097152,h2d,pageable,cached,20,0.000303411,6.9119,0.000300326,0.000340987
fence_pageable_r2,2097152,d2h,pageable,cached,20,0.000620373,3.3805,0.000613212,0.000648765
fence_pageable_r2,4194304,h2d,pageable,cached,20,0.000532412,7.8779,0.000528667,0.000612311
fence_pageable_r2,4194304,d2h,pageable,cached,20,0.000537089,7.8093,0.000532031,0.000561345
