tag,bytes,direction,mem,reg,iters,median_s,gbytes_per_s,min_s,max_s
am_pageable_r3,4096,h2d,pageable,cached,20,0.000025478,0.1608,0.000024656,0.000027531
am_pageable_r3,4096,d2h,pageable,cached,20,0.000026580,0.1541,0.000025968,0.000027581
am_pageable_r3,8192,h2d,pageable,cached,20,0.000027341,0.2996,0.000026680,0.000028702
am_pageable_r3,8192,d2h,pageable,cached,20,0.000028022,0.2923,0.000027401,0.000029725
am_pageable_r3,16384,h2d,pageable,cached,20,0.000029363,0.5580,0.000028893,0.000031136
am_pageable_r3,16384,d2h,pageable,cached,20,0.000030205,0.5424,0.000029785,0.000032629
am_pageable_r3,32768,h2d,pageable,cached,20,0.000031657,1.0351,0.000031046,0.000033290
am_pageable_r3,32768,d2h,pageable,cached,20,0.000033650,0.9738,0.000033239,0.000033971
am_pageable_r3,65536,h2d,pageable,cached,20,0.000035913,1.8249,0.000034982,0.000038127
am_pageable_r3,65536,d2h,pageable,cached,20,0.000040880,1.6031,0.000040220,0.000043485
am_pageable_r3,131072,h2d,pageable,cached,20,0.000046910,2.7941,0.000045848,0.000048042
am_pageable_r3,131072,d2h,pageable,cached,20,0.000055863,2.3463,0.000054872,0.000072618
am_pageable_r3,262144,h2d,pageable,cached,20,0.000069223,3.7869,0.000068611,0.000071176
am_pageable_r3,262144,d2h,pageable,cached,20,0.000084655,3.0966,0.000083134,0.000086388
am_pageable_r3,524288,h2d,pageable,cached,20,0.000121470,4.3162,0.000118877,0.000124785
am_pageable_r3,524288,d2h,pageable,cached,20,0.000144295,3.6334,0.000141590,0.000149452
am_pageable_r3,1048576,h2d,pageable,cached,20,0.000198926,5.2712,0.000197163,0.000217193
am_pageable_r3,1048576,d2h,pageable,cached,20,0.000326917,3.2075,0.000323732,0.000332004
am_pageable_r3,2097152,h2d,pageable,cached,20,0.000362689,5.7822,0.000359204,0.000384442
am_pageable_r3,2097152,d2h,pageable,cached,20,0.000618299,3.3918,0.000613392,0.000644548
am_pageable_r3,4194304,h2d,pageable,cached,20,0.000541966,7.7391,0.000534214,0.000579341
am_pageable_r3,4194304,d2h,pageable,cached,20,0.000531160,7.8965,0.000526673,0.000621764
