tag,bytes,direction,mem,reg,iters,median_s,gbytes_per_s,min_s,max_s
am_pinned_r3,4096,h2d,pinned,cached,20,0.000025658,0.1596,0.000024928,0.000027591
am_pinned_r3,4096,d2h,pinned,cached,20,0.000026650,0.1537,0.000025868,0.000027691
am_pinned_r3,8192,h2d,pinned,cached,20,0.000026940,0.3041,0.000026300,0.000028572
am_pinned_r3,8192,d2h,pinned,cached,20,0.000028673,0.2857,0.000028212,0.000033140
am_pinned_r3,16384,h2d,pinned,cached,20,0.000029494,0.5555,0.000028543,0.000031136
am_pinned_r3,16384,d2h,pinned,cached,20,0.000030155,0.5433,0.000029544,0.000031296
am_pinned_r3,32768,h2d,pinned,cached,20,0.000031617,1.0364,0.000030946,0.000034271
am_pinned_r3,32768,d2h,pinned,cached,20,0.000033871,0.9674,0.000032989,0.000040530
am_pinned_r3,65536,h2d,pinned,cached,20,0.000036905,1.7758,0.000036394,0.000038658
am_pinned_r3,65536,d2h,pinned,cached,20,0.000041161,1.5922,0.000040300,0.000043174
am_pinned_r3,131072,h2d,pinned,cached,20,0.000047651,2.7507,0.000046609,0.000048782
am_pinned_r3,131072,d2h,pinned,cached,20,0.000055913,2.3442,0.000054461,0.000070785
am_pinned_r3,262144,h2d,pinned,cached,20,0.000069884,3.7511,0.000068772,0.000074431
am_pinned_r3,262144,d2h,pinned,cached,20,0.000087050,3.0114,0.000085928,0.000091486
am_pinned_r3,524288,h2d,pinned,cached,20,0.000111646,4.6960,0.000107691,0.000116093
am_pinned_r3,524288,d2h,pinned,cached,20,0.000142532,3.6784,0.000141130,0.000149833
am_pinned_r3,1048576,h2d,pinned,cached,20,0.000200999,5.2168,0.000198435,0.000213688
am_pinned_r3,1048576,d2h,pinned,cached,20,0.000330271,3.1749,0.000327407,0.000339034
am_pinned_r3,2097152,h2d,pinned,cached,20,0.000361087,5.8079,0.000358343,0.000384071
am_pinned_r3,2097152,d2h,pinned,cached,20,0.000624318,3.3591,0.000618880,0.000650778
am_pinned_r3,4194304,h2d,pinned,cached,20,0.000539953,7.7679,0.000533033,0.000579512
am_pinned_r3,4194304,d2h,pinned,cached,20,0.000206767,20.2852,0.000205856,0.000212225
