tag,bytes,direction,mem,reg,iters,median_s,gbytes_per_s,min_s,max_s
am_pinned_r1,4096,h2d,pinned,cached,20,0.000025729,0.1592,0.000024857,0.000034962
am_pinned_r1,4096,d2h,pinned,cached,20,0.000026419,0.1550,0.000025929,0.000027040
am_pinned_r1,8192,h2d,pinned,cached,20,0.000027290,0.3002,0.000026399,0.000028453
am_pinned_r1,8192,d2h,pinned,cached,20,0.000028432,0.2881,0.000028002,0.000040951
am_pinned_r1,16384,h2d,pinned,cached,20,0.000029274,0.5597,0.000028562,0.000030065
am_pinned_r1,16384,d2h,pinned,cached,20,0.000029905,0.5479,0.000029534,0.000031506
am_pinned_r1,32768,h2d,pinned,cached,20,0.000031567,1.0380,0.000030546,0.000034191
am_pinned_r1,32768,d2h,pinned,cached,20,0.000033910,0.9663,0.000033179,0.000036555
am_pinned_r1,65536,h2d,pinned,cached,20,0.000036735,1.7840,0.000036204,0.000037856
am_pinned_r1,65536,d2h,pinned,cached,20,0.000041171,1.5918,0.000040330,0.000043755
am_pinned_r1,131072,h2d,pinned,cached,20,0.000047430,2.7635,0.000046830,0.000048712
am_pinned_r1,131072,d2h,pinned,cached,20,0.000055342,2.3684,0.000054461,0.000057696
am_pinned_r1,262144,h2d,pinned,cached,20,0.000070004,3.7447,0.000068792,0.000099568
am_pinned_r1,262144,d2h,pinned,cached,20,0.000087280,3.0035,0.000085667,0.000092758
am_pinned_r1,524288,h2d,pinned,cached,20,0.000114250,4.5890,0.000112597,0.000123043
am_pinned_r1,524288,d2h,pinned,cached,20,0.000141451,3.7065,0.000139718,0.000161701
am_pinned_r1,1048576,h2d,pinned,cached,20,0.000201149,5.2129,0.000197584,0.000220017
am_pinned_r1,1048576,d2h,pinned,cached,20,0.000328899,3.1881,0.000325033,0.000362419
am_pinned_r1,2097152,h2d,pinned,cached,20,0.000357972,5.8584,0.000354688,0.000366955
am_pinned_r1,2097152,d2h,pinned,cached,20,0.000622055,3.3713,0.000617158,0.000640533
am_pinned_r1,4194304,h2d,pinned,cached,20,0.000536117,7.8235,0.000532332,0.000569647
am_pinned_r1,4194304,d2h,pinned,cached,20,0.000206487,20.3127,0.000205876,0.000207629
