tag,bytes,direction,mem,reg,iters,median_s,gbytes_per_s,min_s,max_s
assume_pinned_r3,4096,h2d,pinned,cached,20,0.000027250,0.1503,0.000026540,0.000028612
assume_pinned_r3,4096,d2h,pinned,cached,20,0.000027061,0.1514,0.000026549,0.000027671
assume_pinned_r3,8192,h2d,pinned,cached,20,0.000028442,0.2880,0.000028032,0.000036404
assume_pinned_r3,8192,d2h,pinned,cached,20,0.000028913,0.2833,0.000028292,0.000030295
assume_pinned_r3,16384,h2d,pinned,cached,20,0.000027581,0.5940,0.000027041,0.000028011
assume_pinned_r3,16384,d2h,pinned,cached,20,0.000030386,0.5392,0.000029944,0.000040551
assume_pinned_r3,32768,h2d,pinned,cached,20,0.000028983,1.1306,0.000028092,0.000029424
assume_pinned_r3,32768,d2h,pinned,cached,20,0.000033800,0.9695,0.000033119,0.000034551
assume_pinned_r3,65536,h2d,pinned,cached,20,0.000031337,2.0913,0.000030346,0.000031797
assume_pinned_r3,65536,d2h,pinned,cached,20,0.000041251,1.5887,0.000040289,0.000056003
assume_pinned_r3,131072,h2d,pinned,cached,20,0.000035933,3.6477,0.000034922,0.000036895
assume_pinned_r3,131072,d2h,pinned,cached,20,0.000055823,2.3480,0.000054111,0.000057205
assume_pinned_r3,262144,h2d,pinned,cached,20,0.000047361,5.5350,0.000045968,0.000050565
assume_pinned_r3,262144,d2h,pinned,cached,20,0.000088352,2.9670,0.000086839,0.000103444
assume_pinned_r3,524288,h2d,pinned,cached,20,0.000052378,10.0097,0.000051436,0.000054150
assume_pinned_r3,524288,d2h,pinned,cached,20,0.000143143,3.6627,0.000139939,0.000161120
assume_pinned_r3,1048576,h2d,pinned,cached,20,0.000076704,13.6704,0.000075843,0.000085246
assume_pinned_r3,1048576,d2h,pinned,cached,20,0.000330121,3.1763,0.000326786,0.000340266
assume_pinned_r3,2097152,h2d,pinned,cached,20,0.000112958,18.5658,0.000112417,0.000114740
assume_pinned_r3,2097152,d2h,pinned,cached,20,0.000624168,3.3599,0.000612851,0.000654584
assume_pinned_r3,4194304,h2d,pinned,cached,20,0.000199377,21.0371,0.000198084,0.000200158
assume_pinned_r3,4194304,d2h,pinned,cached,20,0.000206668,20.2949,0.000205436,0.000207719
