tag,bytes,direction,mem,reg,iters,median_s,gbytes_per_s,min_s,max_s
assume_pageable_r1,4096,h2d,pageable,cached,20,0.000027060,0.1514,0.000026098,0.000028412
assume_pageable_r1,4096,d2h,pageable,cached,20,0.000026720,0.1533,0.000026099,0.000027290
assume_pageable_r1,8192,h2d,pageable,cached,20,0.000028192,0.2906,0.000027781,0.000028732
assume_pageable_r1,8192,d2h,pageable,cached,20,0.000029093,0.2816,0.000028522,0.000035683
assume_pageable_r1,16384,h2d,pageable,cached,20,0.000185656,0.0882,0.000098006,0.000617217
assume_pageable_r1,16384,d2h,pageable,cached,20,0.000030396,0.5390,0.000029724,0.000031236
assume_pageable_r1,32768,h2d,pageable,cached,20,0.000074801,0.4381,0.000072918,0.000076915
assume_pageable_r1,32768,d2h,pageable,cached,20,0.000033780,0.9700,0.000033410,0.000034901
assume_pageable_r1,65536,h2d,pageable,cached,20,0.000147279,0.4450,0.000078016,0.000529107
assume_pageable_r1,65536,d2h,pageable,cached,20,0.000041312,1.5864,0.000040220,0.000042774
assume_pageable_r1,131072,h2d,pageable,cached,20,0.000089503,1.4644,0.000086639,0.000711197
assume_pageable_r1,131072,d2h,pageable,cached,20,0.000056444,2.3222,0.000055423,0.000070114
assume_pageable_r1,262144,h2d,pageable,cached,20,0.000114029,2.2989,0.000109824,0.000121841
assume_pageable_r1,262144,d2h,pageable,cached,20,0.000087219,3.0056,0.000085256,0.000113799
assume_pageable_r1,524288,h2d,pageable,cached,20,0.000134200,3.9068,0.000132086,0.000139107
assume_pageable_r1,524288,d2h,pageable,cached,20,0.000143803,3.6459,0.000141800,0.000202571
assume_pageable_r1,1048576,h2d,pageable,cached,20,0.000195220,5.3713,0.000192526,0.000199076
assume_pageable_r1,1048576,d2h,pageable,cached,20,0.000330171,3.1759,0.000326976,0.000385473
assume_pageable_r1,2097152,h2d,pageable,cached,20,0.000302269,6.9380,0.000297663,0.000311042
assume_pageable_r1,2097152,d2h,pageable,cached,20,0.000620793,3.3782,0.000615866,0.000658760
assume_pageable_r1,4194304,h2d,pageable,cached,20,0.000533183,7.8665,0.000528115,0.000624118
assume_pageable_r1,4194304,d2h,pageable,cached,20,0.000537920,7.7973,0.000534545,0.000566732
