tag,bytes,direction,mem,reg,iters,median_s,gbytes_per_s,min_s,max_s
flush_pageable_r3,4096,h2d,pageable,cached,20,0.000028152,0.1455,0.000027391,0.000029754
flush_pageable_r3,4096,d2h,pageable,cached,20,0.000026719,0.1533,0.000026349,0.000027461
flush_pageable_r3,8192,h2d,pageable,cached,20,0.000029495,0.2777,0.000028903,0.000029985
flush_pageable_r3,8192,d2h,pageable,cached,20,0.000028973,0.2827,0.000028482,0.000030435
flush_pageable_r3,16384,h2d,pageable,cached,20,0.000065838,0.2489,0.000064636,0.000067761
flush_pageable_r3,16384,d2h,pageable,cached,20,0.000030265,0.5414,0.000029574,0.000031226
flush_pageable_r3,32768,h2d,pageable,cached,20,0.000068061,0.4815,0.000066639,0.000074160
flush_pageable_r3,32768,d2h,pageable,cached,20,0.000034201,0.9581,0.000033650,0.000035103
flush_pageable_r3,65536,h2d,pageable,cached,20,0.000073669,0.8896,0.000071987,0.000075262
flush_pageable_r3,65536,d2h,pageable,cached,20,0.000041532,1.5780,0.000040501,0.000042723
flush_pageable_r3,131072,h2d,pageable,cached,20,0.000087850,1.4920,0.000084496,0.000089543
flush_pageable_r3,131072,d2h,pageable,cached,20,0.000055993,2.3409,0.000055052,0.000071436
flush_pageable_r3,262144,h2d,pageable,cached,20,0.000116303,2.2540,0.000113078,0.000142372
flush_pageable_r3,262144,d2h,pageable,cached,20,0.000088212,2.9717,0.000086568,0.000092748
flush_pageable_r3,524288,h2d,pageable,cached,20,0.000125737,4.1697,0.000123083,0.000144105
flush_pageable_r3,524288,d2h,pageable,cached,20,0.000143284,3.6591,0.000141340,0.000151435
flush_pageable_r3,1048576,h2d,pageable,cached,20,0.000187339,5.5972,0.000185135,0.000191385
flush_pageable_r3,1048576,d2h,pageable,cached,20,0.000331553,3.1626,0.000326776,0.000366154
flush_pageable_r3,2097152,h2d,pageable,cached,20,0.000293957,7.1342,0.000290241,0.000311203
flush_pageable_r3,2097152,d2h,pageable,cached,20,0.000620172,3.3816,0.000614824,0.000632531
flush_pageable_r3,4194304,h2d,pageable,cached,20,0.000524851,7.9914,0.000519843,0.000585360
flush_pageable_r3,4194304,d2h,pageable,cached,20,0.000532151,7.8818,0.000525612,0.000566843
